ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	Dataset	SampleType
179422864	0		user	brian chris	NOTSURE	other_domain	brian chris	[]		1	outlook	Donated
179421621	0		user	wpa sanjay	NOTSURE	other_domain	wpa sanjay	[]		1	outlook	Donated
179422753	0		user	substrate mes	NOTSURE	other_domain	substrate mes	[]		1	outlook	Donated
179421228	0		user	access mercury.datapipeline cert	NOTSURE	other_domain	access mercury.datapipeline cert	[]		1	outlook	Donated
179422813	0		user	OIVIC Puser is available in MEED	NOTSURE	other_domain	OIVIC Puser is available in MEED	[]		1	outlook	Donated
179421609	0		user	native en	NOTSURE	other_domain	native en	[]		1	outlook	Donated
179421303	0		user	submit all expense	NOTSURE	other_domain	submit all expense	[]		1	outlook	Donated
179422815	0		user	segment cr	NOTSURE	other_domain	segment cr	[]		1	outlook	Donated
179421911	0		user	iswar pa	NOTSURE	other_domain	iswar pa	[]		1	outlook	Donated
179420969	0		user	Which service principal to run AdlCloud as	NOTSURE	other_domain	Which service principal to run AdlCloud as	[]		1	outlook	Donated
179421017	0		user	onenote knut	NOTSURE	other_domain	onenote knut	[]		1	outlook	Donated
179423095	0		user	david demo	NOTSURE	other_domain	david demo	[]		1	outlook	Donated
179422236	0		user	packages david chen	NOTSURE	other_domain	packages david chen	[]		1	outlook	Donated
179423220	0		user	ArgumentNullException SearchRequest	NOTSURE	other_domain	ArgumentNullException SearchRequest	[]		1	outlook	Donated
179421073	0		user	eyeson machine	NOTSURE	other_domain	eyeson machine	[]		1	outlook	Donated
179421633	0		user	linkedin shobana	NOTSURE	other_domain	linkedin shobana	[]		1	outlook	Donated
179420990	0		user	vasily rad	NOTSURE	other_domain	vasily rad	[]		1	outlook	Donated
179421083	0		user	lockbox bybyun	NOTSURE	other_domain	lockbox bybyun	[]		1	outlook	Donated
179422068	0		user	Proactive scenario - Cortana logs	NOTSURE	other_domain	Proactive scenario - Cortana logs	[]		1	outlook	Donated
179422567	0		user	spartans demo	NOTSURE	other_domain	spartans demo	[]		1	outlook	Donated
179421055	0		user	rorosema reason aether	NOTSURE	other_domain	rorosema reason aether	[]		1	outlook	Donated
179421395	0		user	gaurish zhiyong	NOTSURE	other_domain	gaurish zhiyong	[]		1	outlook	Donated
179422493	0		user	Different messages for same internal_session_guid and same message_id	NOTSURE	other_domain	Different messages for same internal_session_guid and same message_id	[]		1	outlook	Donated
179421277	0		user	happy birthday	NOTSURE	other_domain	happy birthday	[]		1	outlook	Donated
179423190	0		user	collections andrei	NOTSURE	other_domain	collections andrei	[]		1	outlook	Donated
179421799	0		user	schema mismatch	NOTSURE	other_domain	schema mismatch	[]		1	outlook	Donated
179422139	0		user	portableranker kusto	NOTSURE	other_domain	portableranker kusto	[]		1	outlook	Donated
179422578	0		user	globalid siteid	NOTSURE	other_domain	globalid siteid	[]		1	outlook	Donated
179420774	0		user	substrate search	NOTSURE	other_domain	substrate search	[]		1	outlook	Donated
179422942	0		user	xiaofeng xin	NOTSURE	other_domain	xiaofeng xin	[]		1	outlook	Donated
179420876	0		user	poa 2	NOTSURE	other_domain	poa 2	[]		1	outlook	Donated
179422691	0		user	aaron acronym	NOTSURE	other_domain	aaron acronym	[]		1	outlook	Donated
179421136	0		user	gas processor	NOTSURE	other_domain	gas processor	[]		1	outlook	Donated
179422514	0		user	gilad hardik	NOTSURE	other_domain	gilad hardik	[]		1	outlook	Donated
179420809	0		user	Pre-Departure Consultation Su	NOTSURE	other_domain	Pre-Departure Consultation Su	[]		1	outlook	Donated
179422087	0		user	angela hu	NOTSURE	other_domain	angela hu	[]		1	outlook	Donated
179421936	0		user	Please complete exchange	NOTSURE	other_domain	Please complete exchange	[]		1	outlook	Donated
179421015	0		user	pavel KPE	NOTSURE	other_domain	pavel KPE	[]		1	outlook	Donated
179422460	0		user	related quer	NOTSURE	other_domain	related quer	[]		1	outlook	Donated
179423069	0		user	all hands	NOTSURE	other_domain	all hands	[]		1	outlook	Donated
179423094	0		user	L2Model brian	NOTSURE	other_domain	L2Model brian	[]		1	outlook	Donated
179421648	0		user	rishi sdk	NOTSURE	other_domain	rishi sdk	[]		1	outlook	Donated
179422222	0		user	carina password	NOTSURE	other_domain	carina password	[]		1	outlook	Donated
179422951	0		user	arun ram	NOTSURE	other_domain	arun ram	[]		1	outlook	Donated
179420931	0		user	naresh paul	NOTSURE	other_domain	naresh paul	[]		1	outlook	Donated
179422367	0		user	tessy gao	NOTSURE	other_domain	tessy gao	[]		1	outlook	Donated
179421024	0		user	transferring data	NOTSURE	other_domain	transferring data	[]		1	outlook	Donated
179422763	0		user	gsam card	NOTSURE	other_domain	gsam card	[]		1	outlook	Donated
179421220	0		user	biao olga	NOTSURE	other_domain	biao olga	[]		1	outlook	Donated
179420971	0		user	jiji bodymediatype phrases	NOTSURE	other_domain	jiji bodymediatype phrases	[]		1	outlook	Donated
179423263	0		user	david chen gf pipeline	NOTSURE	other_domain	david chen gf pipeline	[]		1	outlook	Donated
179423043	0		user	rest actioninfo	NOTSURE	other_domain	rest actioninfo	[]		1	outlook	Donated
179421839	0		user	spools search	NOTSURE	other_domain	spools search	[]		1	outlook	Donated
179420787	0		user	Service Notifications	NOTSURE	other_domain	Service Notifications	[]		1	outlook	Donated
179423174	0		user	chris quirk	NOTSURE	other_domain	chris quirk	[]		1	outlook	Donated
179421071	0		user	oslo flight	NOTSURE	other_domain	oslo flight	[]		1	outlook	Donated
179422586	0		user	lijing steve	NOTSURE	other_domain	lijing steve	[]		1	outlook	Donated
179421814	0		user	global migration	NOTSURE	other_domain	global migration	[]		1	outlook	Donated
179420752	0		user	vijay cosmos certificate	NOTSURE	other_domain	vijay cosmos certificate	[]		1	outlook	Donated
179420930	0		user	dependency parser	NOTSURE	other_domain	dependency parser	[]		1	outlook	Donated
179423067	0		user	setup rectim	NOTSURE	other_domain	setup rectim	[]		1	outlook	Donated
179421562	0		user	ocal_LocalSearch-Blu-trTR-XPingTest_Ah LES QueryBasedWhitelist	NOTSURE	other_domain	ocal_LocalSearch-Blu-trTR-XPingTest_Ah LES QueryBasedWhitelist	[]		1	outlook	Donated
179422474	0		user	yuchen tasun	NOTSURE	other_domain	yuchen tasun	[]		1	outlook	Donated
179423147	0		user	sean id	NOTSURE	other_domain	sean id	[]		1	outlook	Donated
179421100	0		user	gilsinia starspace ye-yi	NOTSURE	other_domain	gilsinia starspace ye-yi	[]		1	outlook	Donated
179422682	0		user	printer cambridge	NOTSURE	other_domain	printer cambridge	[]		1	outlook	Donated
179421463	0		user	Cortana LU - Provisioning requests	NOTSURE	other_domain	Cortana LU - Provisioning requests	[]		1	outlook	Donated
179420842	0		user	travel companion	NOTSURE	other_domain	travel companion	[]		1	outlook	Donated
179422355	0		user	access+shared data	NOTSURE	other_domain	access+shared data	[]		1	outlook	Donated
179421478	0		user	powerbi analysis	NOTSURE	other_domain	powerbi analysis	[]		1	outlook	Donated
179421600	0		user	benefit dental	NOTSURE	other_domain	benefit dental	[]		1	outlook	Donated
179423163	0		user	l2 model	NOTSURE	other_domain	l2 model	[]		1	outlook	Donated
179421332	0		user	vipin spacy	NOTSURE	other_domain	vipin spacy	[]		1	outlook	Donated
179422459	0		user	L2Model jingtian	NOTSURE	other_domain	L2Model jingtian	[]		1	outlook	Donated
179422072	0		user	griffin git	NOTSURE	other_domain	griffin git	[]		1	outlook	Donated
179420960	0		user	send request to cosmos	NOTSURE	other_domain	send request to cosmos	[]		1	outlook	Donated
179422524	0		user	git utah server	NOTSURE	other_domain	git utah server	[]		1	outlook	Donated
179422649	0		user	tf idf yeyi	NOTSURE	other_domain	tf idf yeyi	[]		1	outlook	Donated
179422723	0		user	copy aether azure	NOTSURE	other_domain	copy aether azure	[]		1	outlook	Donated
179421288	0		user	two days	NOTSURE	other_domain	two days	[]		1	outlook	Donated
179421340	0		user	Exchange Datacenter Basic el	NOTSURE	other_domain	Exchange Datacenter Basic el	[]		1	outlook	Donated
179421506	0		user	harry shum	NOTSURE	other_domain	harry shum	[]		1	outlook	Donated
179420929	0		user	keyphrase extraction	NOTSURE	other_domain	keyphrase extraction	[]		1	outlook	Donated
179423261	0		user	levi fhl	NOTSURE	other_domain	levi fhl	[]		1	outlook	Donated
179422292	0		user	andi infrastructure	NOTSURE	other_domain	andi infrastructure	[]		1	outlook	Donated
179421259	0		user	Creating ICM team	NOTSURE	other_domain	Creating ICM team	[]		1	outlook	Donated
179421044	0		user	qf online metrics	NOTSURE	other_domain	qf online metrics	[]		1	outlook	Donated
179422848	0		user	top n	NOTSURE	other_domain	top n	[]		1	outlook	Donated
179423003	0		user	T ye	NOTSURE	other_domain	T ye	[]		1	outlook	Donated
179422690	0		user	mip friends	NOTSURE	other_domain	mip friends	[]		1	outlook	Donated
179422841	0		user	yan r	NOTSURE	other_domain	yan r	[]		1	outlook	Donated
179422227	0		user	jammal parker	NOTSURE	other_domain	jammal parker	[]		1	outlook	Donated
179422958	0		user	KRIS approvers	NOTSURE	other_domain	KRIS approvers	[]		1	outlook	Donated
179421364	0		user	sme plugin	NOTSURE	other_domain	sme plugin	[]		1	outlook	Donated
179422833	0		user	sukwon flight scorecard	NOTSURE	other_domain	sukwon flight scorecard	[]		1	outlook	Donated
179421908	0		user	3s api	NOTSURE	other_domain	3s api	[]		1	outlook	Donated
179421114	0		user	frugal tip notebook	NOTSURE	other_domain	frugal tip notebook	[]		1	outlook	Donated
179422768	0		user	KM Science Meeting	NOTSURE	other_domain	KM Science Meeting	[]		1	outlook	Donated
179421874	0		user	david kpe	NOTSURE	other_domain	david kpe	[]		1	outlook	Donated
179422447	0		user	thomas lin	NOTSURE	other_domain	thomas lin	[]		1	outlook	Donated
179423100	0		user	hero skill	NOTSURE	other_domain	hero skill	[]		1	outlook	Donated
179423222	0		user	civ june retire	NOTSURE	other_domain	civ june retire	[]		1	outlook	Donated
179421244	0		user	life cycle	NOTSURE	other_domain	life cycle	[]		1	outlook	Donated
179423228	0		user	aether vin	NOTSURE	other_domain	aether vin	[]		1	outlook	Donated
179422602	0		user	byungki kql	NOTSURE	other_domain	byungki kql	[]		1	outlook	Donated
179422042	0		user	reaz uddin	NOTSURE	other_domain	reaz uddin	[]		1	outlook	Donated
179420895	0		user	invalid offline a	NOTSURE	other_domain	invalid offline a	[]		1	outlook	Donated
179422646	0		user	MEED peopleEx	NOTSURE	other_domain	MEED peopleEx	[]		1	outlook	Donated
179422183	0		user	Shared Accommodation	NOTSURE	other_domain	Shared Accommodation	[]		1	outlook	Donated
179421310	0		user	baecke divya omar hong	NOTSURE	other_domain	baecke divya omar hong	[]		1	outlook	Donated
179422000	0		user	chenyan aether	NOTSURE	other_domain	chenyan aether	[]		1	outlook	Donated
179422135	0		user	Based on our discussion , the input for the new action is going to	NOTSURE	other_domain	Based on our discussion , the input for the new action is going to	[]		1	outlook	Donated
179423201	0		user	yong duplicates	NOTSURE	other_domain	yong duplicates	[]		1	outlook	Donated
179422044	0		user	ananth satya	NOTSURE	other_domain	ananth satya	[]		1	outlook	Donated
179422609	0		user	ravi gaurav	NOTSURE	other_domain	ravi gaurav	[]		1	outlook	Donated
179422278	0		user	utah git mike	NOTSURE	other_domain	utah git mike	[]		1	outlook	Donated
179421809	0		user	output stats show 0 users no queries aether experiments	NOTSURE	other_domain	output stats show 0 users no queries aether experiments	[]		1	outlook	Donated
179420957	0		user	chu yiwei	NOTSURE	other_domain	chu yiwei	[]		1	outlook	Donated
179423018	0		user	perfcounter cscerror	NOTSURE	other_domain	perfcounter cscerror	[]		1	outlook	Donated
179422025	0		user	andrea jessee	NOTSURE	other_domain	andrea jessee	[]		1	outlook	Donated
179422615	0		user	suyah file	NOTSURE	other_domain	suyah file	[]		1	outlook	Donated
179423278	0		user	philip topic	NOTSURE	other_domain	philip topic	[]		1	outlook	Donated
179422028	0		user	swafford git onboarding	NOTSURE	other_domain	swafford git onboarding	[]		1	outlook	Donated
179421479	0		user	maven training	NOTSURE	other_domain	maven training	[]		1	outlook	Donated
179422672	0		user	azure slow	NOTSURE	other_domain	azure slow	[]		1	outlook	Donated
179422595	0		user	model flighting	NOTSURE	other_domain	model flighting	[]		1	outlook	Donated
179420823	0		user	alex ra	NOTSURE	other_domain	alex ra	[]		1	outlook	Donated
179421238	0		user	access azure	NOTSURE	other_domain	access azure	[]		1	outlook	Donated
179420949	0		user	flight feature value	NOTSURE	other_domain	flight feature value	[]		1	outlook	Donated
179421285	0		user	vassilis polychronopoulos daily standup	NOTSURE	other_domain	vassilis polychronopoulos daily standup	[]		1	outlook	Donated
179422249	0		user	checkin jasteve	NOTSURE	other_domain	checkin jasteve	[]		1	outlook	Donated
179422445	0		user	pii rest	NOTSURE	other_domain	pii rest	[]		1	outlook	Donated
179421280	0		user	stylecop warnings errors	NOTSURE	other_domain	stylecop warnings errors	[]		1	outlook	Donated
179421274	0		user	mobile plan	NOTSURE	other_domain	mobile plan	[]		1	outlook	Donated
179421716	0		user	choose option	NOTSURE	other_domain	choose option	[]		1	outlook	Donated
179421184	0		user	mike vacation	NOTSURE	other_domain	mike vacation	[]		1	outlook	Donated
179423049	0		user	focus jacob	NOTSURE	other_domain	focus jacob	[]		1	outlook	Donated
179421752	0		user	interactive filter	NOTSURE	other_domain	interactive filter	[]		1	outlook	Donated
179422699	0		user	session token pavel	NOTSURE	other_domain	session token pavel	[]		1	outlook	Donated
179422439	0		user	srikanth kancharla	NOTSURE	other_domain	srikanth kancharla	[]		1	outlook	Donated
179422919	0		user	us immi	NOTSURE	other_domain	us immi	[]		1	outlook	Donated
179422738	0		user	flight settings pull request	NOTSURE	other_domain	flight settings pull request	[]		1	outlook	Donated
179423048	0		user	provide feedback	NOTSURE	other_domain	provide feedback	[]		1	outlook	Donated
179421322	0		user	native encryption	NOTSURE	other_domain	native encryption	[]		1	outlook	Donated
179421943	0		user	Infra and Tools Weekly Scrum	NOTSURE	other_domain	Infra and Tools Weekly Scrum	[]		1	outlook	Donated
179421725	0		user	steven le	NOTSURE	other_domain	steven le	[]		1	outlook	Donated
179420889	0		user	meed data	NOTSURE	other_domain	meed data	[]		1	outlook	Donated
179422560	0		user	file existence	NOTSURE	other_domain	file existence	[]		1	outlook	Donated
179421192	0		user	trouble + james	NOTSURE	other_domain	trouble + james	[]		1	outlook	Donated
179421092	0		user	steven files api	NOTSURE	other_domain	steven files api	[]		1	outlook	Donated
179420945	0		user	omar oof rest	NOTSURE	other_domain	omar oof rest	[]		1	outlook	Donated
179421899	0		user	lockbox jasteve	NOTSURE	other_domain	lockbox jasteve	[]		1	outlook	Donated
179421624	0		user	search relevance recommendation meeting prep	NOTSURE	other_domain	search relevance recommendation meeting prep	[]		1	outlook	Donated
179421402	0		user	nikita last_update_dt	NOTSURE	other_domain	nikita last_update_dt	[]		1	outlook	Donated
179422131	0		user	avery varhade	NOTSURE	other_domain	avery varhade	[]		1	outlook	Donated
179422749	0		user	office subscription	NOTSURE	other_domain	office subscription	[]		1	outlook	Donated
179422405	0		user	Azure devops notif	NOTSURE	other_domain	Azure devops notif	[]		1	outlook	Donated
179421831	0		user	anthony amatino ravi	NOTSURE	other_domain	anthony amatino ravi	[]		1	outlook	Donated
179421691	0		user	omix hussein	NOTSURE	other_domain	omix hussein	[]		1	outlook	Donated
179420770	0		user	share some	NOTSURE	other_domain	share some	[]		1	outlook	Donated
179422551	0		user	Data Management] Data Missin	NOTSURE	other_domain	Data Management] Data Missin	[]		1	outlook	Donated
179421106	0		user	qi wu	NOTSURE	other_domain	qi wu	[]		1	outlook	Donated
179420792	0		user	kpe flights	NOTSURE	other_domain	kpe flights	[]		1	outlook	Donated
179421284	0		user	Accessing User Documents	NOTSURE	other_domain	Accessing User Documents	[]		1	outlook	Donated
179421898	0		user	flight train	NOTSURE	other_domain	flight train	[]		1	outlook	Donated
179422162	0		user	chenyan acronyms	NOTSURE	other_domain	chenyan acronyms	[]		1	outlook	Donated
179421955	0		user	invalid offline annotation table nikita	NOTSURE	other_domain	invalid offline annotation table nikita	[]		1	outlook	Donated
179422395	0		user	biao he	NOTSURE	other_domain	biao he	[]		1	outlook	Donated
179422984	0		user	privacy dmt	NOTSURE	other_domain	privacy dmt	[]		1	outlook	Donated
179420908	0		user	git substrate documentation	NOTSURE	other_domain	git substrate documentation	[]		1	outlook	Donated
179422184	0		user	tokens tlin	NOTSURE	other_domain	tokens tlin	[]		1	outlook	Donated
179421612	0		user	search eyes-on data	NOTSURE	ambiguous	search eyes-on data	[]		1	outlook	Donated
179421573	0		user	jagruti feature logging	NOTSURE	other_domain	jagruti feature logging	[]		1	outlook	Donated
179421213	0		user	oacr warning treated as an error	NOTSURE	other_domain	oacr warning treated as an error	[]		1	outlook	Donated
179421797	0		user	L-1B Blanket Application	NOTSURE	other_domain	L-1B Blanket Application	[]		1	outlook	Donated
179421992	0		user	token divya tool	NOTSURE	other_domain	token divya tool	[]		1	outlook	Donated
179421895	0		user	access masaki hisami	NOTSURE	other_domain	access masaki hisami	[]		1	outlook	Donated
179420944	0		user	shobana harshal azure	NOTSURE	other_domain	shobana harshal azure	[]		1	outlook	Donated
179423084	0		user	chong ae	NOTSURE	other_domain	chong ae	[]		1	outlook	Donated
179421645	0		user	state 20k	NOTSURE	other_domain	state 20k	[]		1	outlook	Donated
179420837	0		user	harshal scorecard	NOTSURE	other_domain	harshal scorecard	[]		1	outlook	Donated
179422853	0		user	xts shah deploy	NOTSURE	other_domain	xts shah deploy	[]		1	outlook	Donated
179421466	0		user	ticket info	NOTSURE	other_domain	ticket info	[]		1	outlook	Donated
179422571	0		user	Logging bug for Skill Promotion	NOTSURE	other_domain	Logging bug for Skill Promotion	[]		1	outlook	Donated
179423217	0		user	edward guo scorecard	NOTSURE	other_domain	edward guo scorecard	[]		1	outlook	Donated
179421494	0		user	alter ego	NOTSURE	other_domain	alter ego	[]		1	outlook	Donated
179422517	0		user	credentials for Jumpbox	NOTSURE	other_domain	credentials for Jumpbox	[]		1	outlook	Donated
179421195	0		user	memory ji	NOTSURE	other_domain	memory ji	[]		1	outlook	Donated
179422638	0		user	mark knight	NOTSURE	other_domain	mark knight	[]		1	outlook	Donated
179421705	0		user	divya offsite	NOTSURE	other_domain	divya offsite	[]		1	outlook	Donated
179421424	0		user	morgan stanley	NOTSURE	other_domain	morgan stanley	[]		1	outlook	Donated
179421780	0		user	vipul divya	NOTSURE	other_domain	vipul divya	[]		1	outlook	Donated
179422553	0		user	substratesearch 948175	NOTSURE	other_domain	substratesearch 948175	[]		1	outlook	Donated
179421770	0		user	Tensorboard support	NOTSURE	other_domain	Tensorboard support	[]		1	outlook	Donated
179422398	0		user	debashish requestid	NOTSURE	other_domain	debashish requestid	[]		1	outlook	Donated
179422406	0		user	divya hussein	NOTSURE	other_domain	divya hussein	[]		1	outlook	Donated
179422504	0		user	marcus + sophia	NOTSURE	other_domain	marcus + sophia	[]		1	outlook	Donated
179421656	0		user	CAP DRI	NOTSURE	other_domain	CAP DRI	[]		1	outlook	Donated
179421591	0		user	to debug the topics mining algorithm locally using your own data in topics mining Model D service	NOTSURE	other_domain	to debug the topics mining algorithm locally using your own data in topics mining Model D service	[]		1	outlook	Donated
179421249	0		user	michael rong	NOTSURE	other_domain	michael rong	[]		1	outlook	Donated
179423129	0		user	ward qf scraper	NOTSURE	other_domain	ward qf scraper	[]		1	outlook	Donated
179422021	0		user	Impression View	NOTSURE	other_domain	Impression View	[]		1	outlook	Donated
179422674	0		user	honghao dhiresh abram tenant IDF	NOTSURE	other_domain	honghao dhiresh abram tenant IDF	[]		1	outlook	Donated
179422855	0		user	dropbox jasteve	NOTSURE	other_domain	dropbox jasteve	[]		1	outlook	Donated
179421669	0		user	qas steve	NOTSURE	other_domain	qas steve	[]		1	outlook	Donated
179421124	0		user	mercury datapipeline certificate	NOTSURE	other_domain	mercury datapipeline certificate	[]		1	outlook	Donated
179423216	0		user	feedback nitin	NOTSURE	other_domain	feedback nitin	[]		1	outlook	Donated
179421535	0		user	vc allocation	NOTSURE	other_domain	vc allocation	[]		1	outlook	Donated
179422762	0		user	newborn head	NOTSURE	other_domain	newborn head	[]		1	outlook	Donated
179422665	0		user	collect re	NOTSURE	other_domain	collect re	[]		1	outlook	Donated
179423104	0		user	asp.net mvc	NOTSURE	other_domain	asp.net mvc	[]		1	outlook	Donated
179420818	0		user	install visual studio 2019	NOTSURE	other_domain	install visual studio 2019	[]		1	outlook	Donated
179422992	0		user	personalized search query	NOTSURE	other_domain	personalized search query	[]		1	outlook	Donated
179421738	0		user	jer gallagher web	NOTSURE	other_domain	jer gallagher web	[]		1	outlook	Donated
179422211	0		user	meng data loss	NOTSURE	other_domain	meng data loss	[]		1	outlook	Donated
179421461	0		user	tasun zhiy	NOTSURE	other_domain	tasun zhiy	[]		1	outlook	Donated
179420835	0		user	access shared data	NOTSURE	other_domain	access shared data	[]		1	outlook	Donated
179421365	0		user	dns lookup failure	NOTSURE	other_domain	dns lookup failure	[]		1	outlook	Donated
179423213	0		user	hardik hemant	NOTSURE	other_domain	hardik hemant	[]		1	outlook	Donated
179422759	0		user	power bi	NOTSURE	other_domain	<keyword>power bi</keyword>	[]		1	outlook	Donated
179421710	0		user	all hands sqi	NOTSURE	other_domain	all hands sqi	[]		1	outlook	Donated
179422040	0		user	career coaching	NOTSURE	other_domain	career coaching	[]		1	outlook	Donated
179422721	0		user	L1RelevanceSortRandomFeatureVector lockbox	NOTSURE	other_domain	L1RelevanceSortRandomFeatureVector lockbox	[]		1	outlook	Donated
179421558	0		user	qp for tds	NOTSURE	other_domain	qp for tds	[]		1	outlook	Donated
179422308	0		user	public schema code review	NOTSURE	other_domain	public schema code review	[]		1	outlook	Donated
179422029	0		user	Joint Named Entity Recognition and Disambiguation	NOTSURE	other_domain	Joint Named Entity Recognition and Disambiguation	[]		1	outlook	Donated
179422058	0		user	Cosmos to PowerBI data refresh options	NOTSURE	other_domain	Cosmos to PowerBI data refresh options	[]		1	outlook	Donated
179422242	0		user	ce gao	NOTSURE	other_domain	ce gao	[]		1	outlook	Donated
179422565	0		user	ward flight review	NOTSURE	other_domain	ward flight review	[]		1	outlook	Donated
179421325	0		user	Onboarding HDI cluster	NOTSURE	other_domain	Onboarding HDI cluster	[]		1	outlook	Donated
179423189	0		user	customer fabric	NOTSURE	other_domain	customer fabric	[]		1	outlook	Donated
179421781	0		user	calendar patterns	NOTSURE	other_domain	calendar patterns	[]		1	outlook	Donated
179423046	0		user	american ex	NOTSURE	other_domain	american ex	[]		1	outlook	Donated
179421572	0		user	byungki brian	NOTSURE	other_domain	byungki brian	[]		1	outlook	Donated
179421132	0		user	ahmed a	NOTSURE	other_domain	ahmed a	[]		1	outlook	Donated
179423151	0		user	morale even	NOTSURE	other_domain	morale even	[]		1	outlook	Donated
179423219	0		user	aether cosmos	NOTSURE	other_domain	aether cosmos	[]		1	outlook	Donated
179423019	0		user	speech kusto access	NOTSURE	other_domain	speech kusto access	[]		1	outlook	Donated
179421960	0		user	ann shi zhang	NOTSURE	other_domain	ann shi zhang	[]		1	outlook	Donated
179422463	0		user	omar paper reading group	NOTSURE	other_domain	omar paper reading group	[]		1	outlook	Donated
179421769	0		user	tianshu fan demo	NOTSURE	other_domain	tianshu fan demo	[]		1	outlook	Donated
179423239	0		user	merge nitin	NOTSURE	ambiguous	merge nitin	[]		1	outlook	Donated
179421935	0		user	odin talks	NOTSURE	other_domain	odin talks	[]		1	outlook	Donated
179421058	0		user	core datastore	NOTSURE	other_domain	core datastore	[]		1	outlook	Donated
179422653	0		user	byungki asad jasteve json	NOTSURE	other_domain	byungki asad jasteve json	[]		1	outlook	Donated
179420807	0		user	access carina	NOTSURE	other_domain	access carina	[]		1	outlook	Donated
179422165	0		user	data ready	NOTSURE	other_domain	data ready	[]		1	outlook	Donated
179421279	0		user	harshal satyan vassilis	NOTSURE	other_domain	harshal satyan vassilis	[]		1	outlook	Donated
179422338	0		user	Access Control	NOTSURE	other_domain	Access Control	[]		1	outlook	Donated
179423133	0		user	edward yan	NOTSURE	other_domain	edward yan	[]		1	outlook	Donated
179421644	0		user	oivic meed	NOTSURE	other_domain	oivic meed	[]		1	outlook	Donated
179421156	0		user	git fetch other branch	NOTSURE	other_domain	git fetch other branch	[]		1	outlook	Donated
179421201	0		user	sharing type	NOTSURE	other_domain	sharing type	[]		1	outlook	Donated
179422167	0		user	aggregation edge cases	NOTSURE	other_domain	aggregation edge cases	[]		1	outlook	Donated
179421198	0		user	priya samnerkar kp	NOTSURE	other_domain	priya samnerkar kp	[]		1	outlook	Donated
179421383	0		user	jon + russ	NOTSURE	other_domain	jon + russ	[]		1	outlook	Donated
179421657	0		user	gilad slides	NOTSURE	other_domain	gilad slides	[]		1	outlook	Donated
179421212	0		user	checkin searchgold	NOTSURE	other_domain	checkin searchgold	[]		1	outlook	Donated
179422002	0		user	ankur nitin	NOTSURE	other_domain	ankur nitin	[]		1	outlook	Donated
179421475	0		user	edi usage	NOTSURE	other_domain	edi usage	[]		1	outlook	Donated
179421221	0		user	chu huang	NOTSURE	other_domain	chu huang	[]		1	outlook	Donated
179421717	0		user	debashish jim	NOTSURE	other_domain	debashish jim	[]		1	outlook	Donated
179422549	0		user	travel insurance	NOTSURE	other_domain	travel insurance	[]		1	outlook	Donated
179420983	0		user	suzhou live	NOTSURE	other_domain	suzhou live	[]		1	outlook	Donated
179421876	0		user	anton melnikov	NOTSURE	other_domain	anton melnikov	[]		1	outlook	Donated
179422644	0		user	NLP UW/Microsoft Symposium	NOTSURE	other_domain	NLP UW/Microsoft Symposium	[]		1	outlook	Donated
179421386	0		user	ge gao	NOTSURE	other_domain	ge gao	[]		1	outlook	Donated
179421033	0		user	idf rerank	NOTSURE	other_domain	idf rerank	[]		1	outlook	Donated
179421761	0		user	working set api	NOTSURE	other_domain	working set api	[]		1	outlook	Donated
179421894	0		user	stop gap	NOTSURE	other_domain	stop gap	[]		1	outlook	Donated
179421888	0		user	yong ni mismatch	NOTSURE	other_domain	yong ni mismatch	[]		1	outlook	Donated
179421232	0		user	vignesh divya	NOTSURE	other_domain	vignesh divya	[]		1	outlook	Donated
179420863	0		user	data schema	NOTSURE	other_domain	data schema	[]		1	outlook	Donated
179422094	0		user	gaurav ye-yi lockbox approver new	NOTSURE	other_domain	gaurav ye-yi lockbox approver new	[]		1	outlook	Donated
179421845	0		user	fred teams	NOTSURE	other_domain	fred teams	[]		1	outlook	Donated
179421112	0		user	conversation search	NOTSURE	other_domain	conversation search	[]		1	outlook	Donated
179421300	0		user	sangam bat	NOTSURE	other_domain	sangam bat	[]		1	outlook	Donated
179423249	0		user	philippe rules	NOTSURE	other_domain	philippe rules	[]		1	outlook	Donated
179421873	0		user	research access	NOTSURE	other_domain	research access	[]		1	outlook	Donated
179421493	0		user	utah byungki	NOTSURE	other_domain	utah byungki	[]		1	outlook	Donated
179422312	0		user	living well	NOTSURE	other_domain	living well	[]		1	outlook	Donated
179420964	0		user	Debashish Saha	NOTSURE	other_domain	Debashish Saha	[]		1	outlook	Donated
179422302	0		user	sukwon l1 feature list	NOTSURE	other_domain	sukwon l1 feature list	[]		1	outlook	Donated
179422535	0		user	gvfs sd	NOTSURE	other_domain	gvfs sd	[]		1	outlook	Donated
179421682	0		user	first advantage	NOTSURE	other_domain	first advantage	[]		1	outlook	Donated
179423090	0		user	selvi edward liang	NOTSURE	other_domain	selvi edward liang	[]		1	outlook	Donated
179422143	0		user	mehdi hussein	NOTSURE	other_domain	mehdi hussein	[]		1	outlook	Donated
179421435	0		user	green card	NOTSURE	other_domain	green card	[]		1	outlook	Donated
179422765	0		user	parental leave	NOTSURE	other_domain	parental leave	[]		1	outlook	Donated
179421826	0		user	torus access	NOTSURE	other_domain	torus access	[]		1	outlook	Donated
