MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
Focused Inbox Fixed Behavior and Overrides spreadsheet by upadhyaya	FILES	<file_keyword> Focused Inbox Fixed Behavior and Overrides </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name>	file_search
send a mail to satya that Running Experiments	EMAIL	send a <message_type> mail </message_type> to <contact_name> satya </contact_name> that <message> Running Experiments </message>	send_email
delete all reminders	REMINDER	delete <quantifier> all </quantifier> reminders	delete_reminder
open MSAI -- FY20 Resource Allocation and New asks xls by ashuthosh	FILES	open <file_keyword> MSAI -- FY20 Resource Allocation and New asks </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh </contact_name>	file_open
files for 01-23-2020 Media Control Skills - Full document	FILES	files for <file_keyword> 01-23-2020 Media Control Skills - Full </file_keyword> document	file_search
my team needed	REMINDER	my team needed	create_single_reminder
show Surface Audio App PQS Plan docx	FILES	show <file_keyword> Surface Audio App PQS Plan </file_keyword> <file_type> docx </file_type>	file_search
remind me to MSAI -- FY20 Resource Allocation and New asks at 900 pm today	REMINDER	remind me to <reminder_text> MSAI -- FY20 Resource Allocation and New asks </reminder_text> at <start_time> 900 pm </start_time> <start_date> today </start_date>	create_single_reminder
can you find Rajesh_Jan2020_MPR_DemoScript_finaldraft xls by ashuthosh upadhyaya	FILES	can you find <file_keyword> Rajesh_Jan2020_MPR_DemoScript_finaldraft </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
spreadsheet by upadhyaya about ~$Cortana &amp; Teams Meetings study 1	FILES	<file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> ~$Cortana &amp; Teams Meetings study 1 </file_keyword>	file_search
in five minutes	REMINDER	<start_time> in five minutes </start_time>	create_single_reminder
remind me to Voice Skills BVT Manual Test Cases (Core) on friday	REMINDER	remind me to <reminder_text> Voice Skills BVT Manual Test Cases (Core) </reminder_text> on <start_date> friday </start_date>	create_single_reminder
excel ashuthosh shared about 2019-11 MSAI IL Research - Task Modeling Overview with Nitin	FILES	<file_type> excel </file_type> <contact_name> ashuthosh </contact_name> <file_action> shared </file_action> about <file_keyword> 2019-11 MSAI IL Research - Task Modeling Overview with Nitin </file_keyword>	file_search
ashuthosh files	FILES	<contact_name> ashuthosh </contact_name> files	file_search
send an email to craig	EMAIL	send an <message_type> email </message_type> to <contact_name> craig </contact_name>	send_email
nidhi meeting on Design Cortana	CALENDAR	<contact_name> nidhi </contact_name> meeting on <title> Design Cortana </title>	find_calendar_entry
cancel 2pm meeting with tony	CALENDAR	cancel <start_time> 2pm </start_time> meeting with <contact_name> tony </contact_name>	delete_calendar_entry
what is talons 09-24-2019  BING ANSWERS IN CORTANA - Full	PEOPLE	what is <contact_name> talon </contact_name> s <people_attribute> 09-24-2019  BING ANSWERS IN CORTANA - Full </people_attribute>	search_people_attribute
word by yaram venkata called QuestionsPerCategory	FILES	<file_type> word </file_type> by <contact_name> yaram venkata </contact_name> called <file_name> QuestionsPerCategory </file_name>	file_search
find isaac	PEOPLE	find <contact_name> isaac </contact_name>	search_people_by_name
sumans document files shared with me	FILES	<contact_name> suman </contact_name> s document files <file_action> shared </file_action> with <to_contact_name> me </to_contact_name>	file_search
how much time do i have before my next appointment	CALENDAR	how much time do i have before my <start_time> next </start_time> appointment	time_remaining
messages from soumya last week	TEAMSMESSAGE	messages from <contact_name_from> soumya </contact_name_from> <start_date> last week </start_date>	search_message
raw_data document	FILES	<file_keyword> raw_data </file_keyword> document	file_search
docx venkata shared about TVS - R1 Prod recap - Jan 2020	FILES	<file_type> docx </file_type> <contact_name> venkata </contact_name> <file_action> shared </file_action> about <file_keyword> TVS - R1 Prod recap - Jan 2020 </file_keyword>	file_search
where is my next Skills Teams LT review 02-12-20 meeting	CALENDAR	where is my <start_time> next </start_time> <title> Skills Teams LT review 02-12-20 </title> meeting	find_calendar_where
open Cortana UWP app - skill readiness xlsx by ashuthosh	FILES	open <file_keyword> Cortana UWP app - skill readiness </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh </contact_name>	file_open
spreadsheet by upadhyaya named Cortana Alex follow ups _ 5 Feb 2020	FILES	<file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name> named <file_name> Cortana Alex follow ups _ 5 Feb 2020 </file_name>	file_search
craigs 01-28-2020 Polymer - O365 Compliant Model Deployment and Mgmt - Consultative	PEOPLE	<contact_name> craig </contact_name> s <people_attribute> 01-28-2020 Polymer - O365 Compliant Model Deployment and Mgmt - Consultative </people_attribute>	search_people_attribute
spreadsheet by ashuthosh	FILES	<file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	file_search
can you find MTIS Overview word by venkata suman yaram	FILES	can you find <file_keyword> MTIS Overview </file_keyword> <file_type> word </file_type> by <contact_name> venkata suman yaram </contact_name>	file_search
find shwetambari mokadams Calendar Dialog Design Doc	PEOPLE	find <contact_name> shwetambari mokadam </contact_name> s <people_attribute> Calendar Dialog Design Doc </people_attribute>	search_people_attribute
send a mail to craig that Automatic Meeting Agenda (and Notes) Generation	EMAIL	send a <message_type> mail </message_type> to <contact_name> craig </contact_name> that <message> Automatic Meeting Agenda (and Notes) Generation </message>	send_email
find shwetambari mokadam Feature Tutorial info	PEOPLE	find <contact_name> shwetambari mokadam </contact_name> <people_attribute> Feature Tutorial </people_attribute> info	search_people_attribute
where is my next Ramp-up meeting	CALENDAR	where is my <start_time> next </start_time> <title> Ramp-up </title> meeting	find_calendar_where
find Q1 Kingston Cost Estimate file	FILES	find <file_keyword> Q1 Kingston Cost Estimate </file_keyword> file	file_search
word by suman called Dictation on Mobile UX Visuals for Android and iOS	FILES	<file_type> word </file_type> by <contact_name> suman </contact_name> called <file_name> Dictation on Mobile UX Visuals for Android and iOS </file_name>	file_search
document by venkata about Cortana in Teams - Working Session - 2020-01-20	FILES	document by <contact_name> venkata </contact_name> about <file_keyword> Cortana in Teams - Working Session - 2020-01-20 </file_keyword>	file_search
send a mail to allison that Calendar 2019-2020	EMAIL	send a <message_type> mail </message_type> to <contact_name> allison </contact_name> that <message> Calendar 2019-2020 </message>	send_email
my Email HRD meetings with tony	CALENDAR	my <title> Email HRD </title> meetings with <contact_name> tony </contact_name>	find_calendar_entry
can you find S+A OM focused Shiproom 01212020 xlsx by upadhyaya	FILES	can you find <file_keyword> S+A OM focused Shiproom 01212020 </file_keyword> <file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name>	file_search
email rajesh Zero Waste Survey 2nd	EMAIL	email <contact_name> rajesh </contact_name> <message> Zero Waste Survey 2nd </message>	send_email
document venkata suman yaram shared about Voice Skills BVT Manual Test Cases (Core)	FILES	document <contact_name> venkata suman yaram </contact_name> <file_action> shared </file_action> about <file_keyword> Voice Skills BVT Manual Test Cases (Core) </file_keyword>	file_search
set a time	CALENDAR	set a time	create_calendar_entry
document titled SQLServerAndAzureDataWhatToUseWhen_long	FILES	document titled <file_name> SQLServerAndAzureDataWhatToUseWhen_long </file_name>	file_search
word yaram shared about Weekly Whole Page and Answers Ship Meeting	FILES	<file_type> word </file_type> <contact_name> yaram </contact_name> <file_action> shared </file_action> about <file_keyword> Weekly Whole Page and Answers Ship Meeting </file_keyword>	file_search
document by yaram	FILES	document by <contact_name> yaram </contact_name>	file_search
word by suman venkata about MM Shiproom Special Topics Schedule	FILES	<file_type> word </file_type> by <contact_name> suman venkata </contact_name> about <file_keyword> MM Shiproom Special Topics Schedule </file_keyword>	file_search
change title to Skype	CALENDAR	change <slot_attribute> title </slot_attribute> to <title> Skype </title>	create_calendar_entry
show files that shwetambari sent me	FILES	show files that <contact_name> shwetambari </contact_name> <file_action> sent </file_action> <to_contact_name> me </to_contact_name>	file_search
find jose Voice Skills Manual Test Plan	PEOPLE	find <contact_name> jose </contact_name> <people_attribute> Voice Skills Manual Test Plan </people_attribute>	search_people_attribute
excel modified by ashuthosh upadhyaya	FILES	<file_type> excel </file_type> <file_action> modified </file_action> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
find me IBv2 Default Segment document by suman	FILES	find me <file_keyword> IBv2 Default Segment </file_keyword> document by <contact_name> suman </contact_name>	file_search
find me phisical xls by ashuthosh	FILES	find me <file_keyword> phisical </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh </contact_name>	file_search
remind me to QuestionsPerCategory tomorrow am	REMINDER	remind me to <reminder_text> QuestionsPerCategory </reminder_text> <start_date> tomorrow </start_date> <start_time> am </start_time>	create_single_reminder
who is my privacy manager	PEOPLE	who is my <relationship_name> privacy manager </relationship_name>	search_org_chart
remind me to Alternates Support for Dictation (Confusion Networks) next week of widnes day	REMINDER	remind me to <reminder_text> Alternates Support for Dictation (Confusion Networks) </reminder_text> <start_date> next week of widnes day </start_date>	create_single_reminder
remind me to TestCasesReport-Weekly every 5 minutes	REMINDER	remind me to <reminder_text> TestCasesReport-Weekly </reminder_text> <start_time> every 5 minutes </start_time>	create_single_reminder
find me Spec for Accept-Decline word by venkata	FILES	find me <file_keyword> Spec for Accept-Decline </file_keyword> <file_type> word </file_type> by <contact_name> venkata </contact_name>	file_search
where is my next Teams Search High level Architecture Diagram meeting with tony	CALENDAR	where is my <start_time> next </start_time> <title> Teams Search High level Architecture Diagram </title> meeting with <contact_name> tony </contact_name>	find_calendar_where
what do i have on tuesday	CALENDAR	what do i have on <start_date> tuesday </start_date>	find_calendar_entry
remind me to Nudge Reply Metrics on third friday of this month	REMINDER	remind me to <reminder_text> Nudge Reply Metrics </reminder_text> on <start_date> third friday of this month </start_date>	create_single_reminder
schedule Paper4-TDHs for tomorrow at 200 pm	CALENDAR	schedule <title> Paper4-TDHs </title> for <start_date> tomorrow </start_date> at <start_time> 200 pm </start_time>	create_calendar_entry
remind me to Cortana in Teams - Pending work for GA in an hour	REMINDER	remind me to <reminder_text> Cortana in Teams - Pending work for GA </reminder_text> <start_time> in an hour </start_time>	create_single_reminder
open Calling on Outlook Mobile Commute word by yaram	FILES	open <file_keyword> Calling on Outlook Mobile Commute </file_keyword> <file_type> word </file_type> by <contact_name> yaram </contact_name>	file_open
Product AI Investments Final list - FY19 meeting location	CALENDAR	<title> Product AI Investments Final list - FY19 </title> meeting location	find_calendar_where
document by yaram venkata called Smart Suggestions in Teams - Jan 2020	FILES	document by <contact_name> yaram venkata </contact_name> called <file_name> Smart Suggestions in Teams - Jan 2020 </file_name>	file_search
spreadsheet by ashuthosh upadhyaya named SE-Shiproom	FILES	<file_type> spreadsheet </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> named <file_name> SE-Shiproom </file_name>	file_search
whens my next Voice Skills BVT Manual Test Cases (Core) meeting	CALENDAR	whens my <start_time> next </start_time> <title> Voice Skills BVT Manual Test Cases (Core) </title> meeting	find_calendar_when
what time is Welcome meeting	CALENDAR	what time is <title> Welcome </title> meeting	find_calendar_when
what is jose Microsoft Search User Job Framework	PEOPLE	what is <contact_name> jose </contact_name> <people_attribute> Microsoft Search User Job Framework </people_attribute>	search_people_attribute
where is sashas MSAI - CSI Work List	PEOPLE	where is <contact_name> sasha </contact_name> s <people_attribute> MSAI - CSI Work List </people_attribute>	search_people_attribute
what are my meetings on tuesday morning	CALENDAR	what are my meetings on <start_date> tuesday </start_date> <start_time> morning </start_time>	find_calendar_entry
when is my next dd_VSIXInstaller_20200124193332_235c with vijay	CALENDAR	when is my <start_time> next </start_time> <title> dd_VSIXInstaller_20200124193332_235c </title> with <contact_name> vijay </contact_name>	find_calendar_when
show Speech Engine – Personalization spreadsheet	FILES	show <file_keyword> Speech Engine – Personalization </file_keyword> <file_type> spreadsheet </file_type>	file_search
send a mail to chad that Local Search 101	EMAIL	send a <message_type> mail </message_type> to <contact_name> chad </contact_name> that <message> Local Search 101 </message>	send_email
docx by suman about Queries with SR Issues	FILES	<file_type> docx </file_type> by <contact_name> suman </contact_name> about <file_keyword> Queries with SR Issues </file_keyword>	file_search
show 2020 Chinese New Year vacation plan document	FILES	show <file_keyword> 2020 Chinese New Year vacation plan </file_keyword> document	file_search
whats my schedule on monday	CALENDAR	whats my schedule on <start_date> monday </start_date>	find_calendar_entry
my Running Experiments events	CALENDAR	my <title> Running Experiments </title> events	find_calendar_entry
when is my next PM working notes meeting	CALENDAR	when is my <start_time> next </start_time> <title> PM working notes </title> meeting	find_calendar_when
what is ~$rtana in Group concept study plan of hari	PEOPLE	what is <people_attribute> ~$rtana in Group concept study plan </people_attribute> of <contact_name> hari </contact_name>	search_people_attribute
what is shumans MSAI Live Site Review - 2019-12	PEOPLE	what is <contact_name> shuman </contact_name> s <people_attribute> MSAI Live Site Review - 2019-12 </people_attribute>	search_people_attribute
can you find SAP - M365 Core Manganese Review - 2019-12 excel by upadhyaya	FILES	can you find <file_keyword> SAP - M365 Core Manganese Review - 2019-12 </file_keyword> <file_type> excel </file_type> by <contact_name> upadhyaya </contact_name>	file_search
05-07-2019 Cortana - Hosting skills outside Cortex - Full word by yaram	FILES	<file_keyword> 05-07-2019 Cortana - Hosting skills outside Cortex - Full </file_keyword> <file_type> word </file_type> by <contact_name> yaram </contact_name>	file_search
schedule iOS Commute Pass with saketh on tuesday 12 noon	CALENDAR	schedule <title> iOS Commute Pass </title> with <contact_name> saketh </contact_name> on <start_date> tuesday </start_date> <start_time> 12 noon </start_time>	create_calendar_entry
open MSAI_LU_Measurement_Story_02032020 doc	FILES	open <file_keyword> MSAI_LU_Measurement_Story_02032020 </file_keyword> <file_type> doc </file_type>	file_open
melissa sims Speech Engine – Personalization	PEOPLE	<contact_name> melissa sims </contact_name> <people_attribute> Speech Engine – Personalization </people_attribute>	search_people_attribute
User Context for ASC word	FILES	<file_keyword> User Context for ASC </file_keyword> <file_type> word </file_type>	file_search
find Outlook Mobile SERP Migration of allison	PEOPLE	find <people_attribute> Outlook Mobile SERP Migration </people_attribute> of <contact_name> allison </contact_name>	search_people_attribute
can you find Substrate Perf Shiproom - 2020-1-08 document by yaram venkata	FILES	can you find <file_keyword> Substrate Perf Shiproom - 2020-1-08 </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_search
spreadsheet upadhyaya shared about [PM spec]Teams Mobile Search Instrumentation	FILES	<file_type> spreadsheet </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> [PM spec]Teams Mobile Search Instrumentation </file_keyword>	file_search
find my recently added files	FILES	find <contact_name> my </contact_name> <file_recency> recently </file_recency> <file_action> added </file_action> files	file_search
document suman venkata	FILES	document <contact_name> suman venkata </contact_name>	file_search
word by suman about Microsoft Search Feature Review Schedule &amp; Agenda	FILES	<file_type> word </file_type> by <contact_name> suman </contact_name> about <file_keyword> Microsoft Search Feature Review Schedule &amp; Agenda </file_keyword>	file_search
next meeting with august	CALENDAR	<start_time> next </start_time> meeting with <contact_name> august </contact_name>	find_calendar_entry
set up a meeting for five minutes	CALENDAR	set up a meeting for <duration> five minutes </duration>	create_calendar_entry
docx by yaram venkata called CY17Q4	FILES	<file_type> docx </file_type> by <contact_name> yaram venkata </contact_name> called <file_name> CY17Q4 </file_name>	file_search
200 oclock	CALENDAR	<start_time> 200 </start_time> oclock	create_calendar_entry
excel upadhyaya shared about DuBar - spec	FILES	<file_type> excel </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> DuBar - spec </file_keyword>	file_search
show my dd_VSIXInstaller_20200124193450_3d30 meeting	CALENDAR	show my <title> dd_VSIXInstaller_20200124193450_3d30 </title> meeting	navigate_calendar
next COGS meeting with rachna	CALENDAR	<start_time> next </start_time> <title> COGS </title> meeting with <contact_name> rachna </contact_name>	find_calendar_entry
Recomendations_OutlookMobile_ShipIt_2020Q2 event tomorrow	CALENDAR	<title> Recomendations_OutlookMobile_ShipIt_2020Q2 </title> event <start_date> tomorrow </start_date>	find_calendar_entry
chats about CitadelProposal with no attachments	TEAMSMESSAGE	chats about <keyword> CitadelProposal </keyword> with <no_attachment> no attachments </no_attachment>	search_message
open Cortana in Teams - Working Session - 2020-01-20 spreadsheet by ashuthosh upadhyaya	FILES	open <file_keyword> Cortana in Teams - Working Session - 2020-01-20 </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_open
dan evans Compliant Core Notification Design	PEOPLE	<contact_name> dan evans </contact_name> <people_attribute> Compliant Core Notification Design </people_attribute>	search_people_attribute
whats ashoks Deprecation plan - Cortana on Windows	PEOPLE	whats <contact_name> ashok </contact_name> s <people_attribute> Deprecation plan - Cortana on Windows </people_attribute>	search_people_attribute
files titled Highlights extraction from meeting transcript - Jan 2020	FILES	files titled <file_name> Highlights extraction from meeting transcript - Jan 2020 </file_name>	file_search
add a meeting for thursday at 500 pm an add another meeting for thursday at 700 pm	CALENDAR	add a meeting for <start_date> thursday </start_date> at <start_time> 500 pm </start_time> an add another meeting for <start_date> thursday </start_date> at <start_time> 700 pm </start_time>	create_calendar_entry
send a mail to chad that Flighting in compliance -Phase1	EMAIL	send a <message_type> mail </message_type> to <contact_name> chad </contact_name> that <message> Flighting in compliance -Phase1 </message>	send_email
show me craigs Signed_Tax_InvoiceReceipt_No_151338	PEOPLE	show me <contact_name> craig </contact_name> s <people_attribute> Signed_Tax_InvoiceReceipt_No_151338 </people_attribute>	search_people_attribute
document titled FY20 Annotation Asks	FILES	document titled <file_name> FY20 Annotation Asks </file_name>	file_search
what is maliks Kingston	PEOPLE	what is <contact_name> malik </contact_name> s <people_attribute> Kingston </people_attribute>	search_people_attribute
add an appointment	CALENDAR	add an appointment	create_calendar_entry
add Flighting in compliance -Phase1 my pancake list	NOTE	add <note_text> Flighting in compliance -Phase1 </note_text> my <title> pancake </title> <data_type> list </data_type>	add_to_note
find dexters CPGC021820_draft	PEOPLE	find <contact_name> dexter </contact_name> s <people_attribute> CPGC021820_draft </people_attribute>	search_people_attribute
docx by yaram called Toads Awesome	FILES	<file_type> docx </file_type> by <contact_name> yaram </contact_name> called <file_name> Toads Awesome </file_name>	file_search
set up a meeting with my manager	CALENDAR	set up a meeting with my <relationship_name> manager </relationship_name>	create_calendar_entry
General - Communication Onenote reminder	REMINDER	<reminder_text> General - Communication Onenote </reminder_text> reminder	create_single_reminder
add OMC Perf doc to my calendar at 1000 am tomorrow	CALENDAR	add <title> OMC Perf doc </title> to my calendar at <start_time> 1000 am </start_time> <start_date> tomorrow </start_date>	create_calendar_entry
fine shwetambari mokadams Voice Skills Manual Test Plan information	PEOPLE	fine <contact_name> shwetambari mokadam </contact_name> s <people_attribute> Voice Skills Manual Test Plan </people_attribute> information	search_people_attribute
remind me to 2020-Jan next week or friday	REMINDER	remind me to <reminder_text> 2020-Jan </reminder_text> <start_date> next week </start_date> or <start_date> friday </start_date>	create_single_reminder
email it como city phoenix	EMAIL	<message_type> email </message_type> it <contact_name> como city phoenix </contact_name>	send_email
spreadsheet upadhyaya shared about MM Team Shiproom New Format	FILES	<file_type> spreadsheet </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> MM Team Shiproom New Format </file_keyword>	file_search
file for ארוחת ערב 4.12	FILES	file for <file_keyword> ארוחת ערב 4.12 </file_keyword>	file_search
docx shared by venkata	FILES	<file_type> docx </file_type> <file_action> shared </file_action> by <contact_name> venkata </contact_name>	file_search
remind me to Flighting Plan at 121 pm	REMINDER	remind me to <reminder_text> Flighting Plan </reminder_text> at <start_time> 121 pm </start_time>	create_single_reminder
remind me to 2019-07 Action Item Extraction from Meetings - MSAIL Research IL at 600 pm next week on wednesday	REMINDER	remind me to <reminder_text> 2019-07 Action Item Extraction from Meetings - MSAIL Research IL </reminder_text> at <start_time> 600 pm </start_time> <start_date> next week on wednesday </start_date>	create_single_reminder
add APIs at 400 pm	CALENDAR	add <title> APIs </title> at <start_time> 400 pm </start_time>	create_calendar_entry
add Skills List to my ignore list	NOTE	add <note_text> Skills List </note_text> to my <title> ignore </title> <data_type> list </data_type>	add_to_note
MSAI -- FY20 Resource Allocation and New asks word by suman	FILES	<file_keyword> MSAI -- FY20 Resource Allocation and New asks </file_keyword> <file_type> word </file_type> by <contact_name> suman </contact_name>	file_search
jasons Meeting	PEOPLE	<contact_name> jason </contact_name> s <people_attribute> Meeting </people_attribute>	search_people_attribute
show my Cortana transition announcement - DRAFT meeting	CALENDAR	show my <title> Cortana transition announcement - DRAFT </title> meeting	navigate_calendar
robins Smart Suggestions in Teams - Jan 2020	PEOPLE	<contact_name> robin </contact_name> s <people_attribute> Smart Suggestions in Teams - Jan 2020 </people_attribute>	search_people_attribute
open weeklySmaugMeeting word by venkata suman yaram	FILES	open <file_keyword> weeklySmaugMeeting </file_keyword> <file_type> word </file_type> by <contact_name> venkata suman yaram </contact_name>	file_open
remind me to 2020-01-16-MSAI Assistant Initiative Review next week of widnes day	REMINDER	remind me to <reminder_text> 2020-01-16-MSAI Assistant Initiative Review </reminder_text> <start_date> next week of widnes day </start_date>	create_single_reminder
cancel remind me to General - Communication Onenote	REMINDER	cancel remind me to <reminder_text> General - Communication Onenote </reminder_text>	turn_off_reminder
remind me to SubstrateSearchService tomorrow at 730 pm	REMINDER	remind me to <reminder_text> SubstrateSearchService </reminder_text> <start_date> tomorrow </start_date> at <start_time> 730 pm </start_time>	create_single_reminder
xls ashuthosh shared about Flyer-20331-58th-LN-NE-Kenmore-WA-98028	FILES	<file_type> xls </file_type> <contact_name> ashuthosh </contact_name> <file_action> shared </file_action> about <file_keyword> Flyer-20331-58th-LN-NE-Kenmore-WA-98028 </file_keyword>	file_search
bjørns Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL	PEOPLE	<contact_name> bjørn </contact_name> s <people_attribute> Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL </people_attribute>	search_people_attribute
where can i can find yvonne	PEOPLE	where can i can find <contact_name> yvonne </contact_name>	search_people_attribute
cancel todays last event	CALENDAR	cancel <start_date> today </start_date> s <order_ref> last </order_ref> event	delete_calendar_entry
document named Set up Cortana for public outlook account	FILES	document named <file_name> Set up Cortana for public outlook account </file_name>	file_search
show me files that ive been working on recently	FILES	show me files that ive been <file_action> working </file_action> on <file_recency> recently </file_recency>	file_search
set reminder of 426th may at 600 pm to Principal Briefing FINAL Posted Jan 23 2020	REMINDER	set reminder of 426th <start_date> may </start_date> at <start_time> 600 pm </start_time> to <reminder_text> Principal Briefing FINAL Posted Jan 23 2020 </reminder_text>	create_single_reminder
find WAVE_Walking_Deck of allison	PEOPLE	find <people_attribute> WAVE_Walking_Deck </people_attribute> of <contact_name> allison </contact_name>	search_people_attribute
docx by yaram called [Migrated] Analyzing Experiments	FILES	<file_type> docx </file_type> by <contact_name> yaram </contact_name> called <file_name> [Migrated] Analyzing Experiments </file_name>	file_search
document titled with QQR CY19Q4	FILES	document titled with <file_name> QQR CY19Q4 </file_name>	file_search
remind me to How to create Test Plan Test Suite and Test cases in VSO in	REMINDER	remind me to <reminder_text> How to create Test Plan Test Suite and Test cases in VSO </reminder_text> in	create_single_reminder
where does tarai Set Up Compliant Teams Desktop and Web	PEOPLE	where does <contact_name> tarai </contact_name> <people_attribute> Set Up Compliant Teams Desktop and Web </people_attribute>	search_people_attribute
word by yaram named server_configured_tips&amp;help	FILES	<file_type> word </file_type> by <contact_name> yaram </contact_name> named <file_name> server_configured_tips&amp;help </file_name>	file_search
show files that jose sent me	FILES	show files that <contact_name> jose </contact_name> <file_action> sent </file_action> <to_contact_name> me </to_contact_name>	file_search
send mail to jose that SC Ranking Q3 FY20 OKRs	EMAIL	send <message_type> mail </message_type> to <contact_name> jose </contact_name> that <message> SC Ranking Q3 FY20 OKRs </message>	send_email
find me Actions on OMC xlsx by upadhyaya	FILES	find me <file_keyword> Actions on OMC </file_keyword> <file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name>	file_search
Recent Graduates &amp; Interns meeting	CALENDAR	<title> Recent Graduates &amp; Interns </title> meeting	find_calendar_entry
what is shwetambaris Globalization-Jan 2020 Update	PEOPLE	what is <contact_name> shwetambari </contact_name> s <people_attribute> Globalization-Jan 2020 Update </people_attribute>	search_people_attribute
Voice Skills BVT Manual Test Cases (Core) xls by upadhyaya	FILES	<file_keyword> Voice Skills BVT Manual Test Cases (Core) </file_keyword> <file_type> xls </file_type> by <contact_name> upadhyaya </contact_name>	file_search
messages about FY19 Workshop for Office of CEO in lukas channel	TEAMSMESSAGE	messages about <keyword> FY19 Workshop for Office of CEO </keyword> in <channel> lukas </channel> channel	search_message
spreadsheet upadhyaya shared about Partner Engagement Process - Teams Mobile	FILES	<file_type> spreadsheet </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> Partner Engagement Process - Teams Mobile </file_keyword>	file_search
when is my meeting with jotham parker	CALENDAR	when is my meeting with <contact_name> jotham parker </contact_name>	find_calendar_when
when is my next meeting with joe	CALENDAR	when is my <start_time> next </start_time> meeting with <contact_name> joe </contact_name>	find_calendar_when
word by venkata called Partners Notebook	FILES	<file_type> word </file_type> by <contact_name> venkata </contact_name> called <file_name> Partners Notebook </file_name>	file_search
when is my Universal Search + Assistant + Instrumentation - FY20 Q2 with jim	CALENDAR	when is my <title> Universal Search + Assistant + Instrumentation - FY20 Q2 </title> with <contact_name> jim </contact_name>	find_calendar_when
whats How to Execute Test Suite for diego	PEOPLE	whats <people_attribute> How to Execute Test Suite </people_attribute> for <contact_name> diego </contact_name>	search_people_attribute
schedule for MSA and AAD Report	CALENDAR	schedule for <title> MSA and AAD Report </title>	find_calendar_entry
messages from bob in planning chat	TEAMSMESSAGE	messages from <contact_name_from> bob </contact_name_from> in <chat_name> planning </chat_name> chat	search_message
whats on my calendar for next week	CALENDAR	whats on my calendar for <start_date> next week </start_date>	find_calendar_entry
remind me to GRC Review Office Hours Sign-Up Sheet next week at 600 pm	REMINDER	remind me to <reminder_text> GRC Review Office Hours Sign-Up Sheet </reminder_text> <start_date> next week </start_date> at <start_time> 600 pm </start_time>	create_single_reminder
find fy20okr files	FILES	find <file_keyword> fy20okr </file_keyword> files	file_search
when is my meeting with pande	CALENDAR	when is my meeting with <contact_name> pande </contact_name>	find_calendar_when
open recent created file MSAI STCA FY20 Kickoff	FILES	open <file_recency> recent </file_recency> <file_action> created </file_action> file <file_keyword> MSAI STCA FY20 Kickoff </file_keyword>	file_open
messages from bob about Substrate Perf Shiproom - 2020-1-08	TEAMSMESSAGE	messages from <contact_name_from> bob </contact_name_from> about <keyword> Substrate Perf Shiproom - 2020-1-08 </keyword>	search_message
send an email to rajesh that Manganese-Search	EMAIL	send an <message_type> email </message_type> to <contact_name> rajesh </contact_name> that <message> Manganese-Search </message>	send_email
Team file	FILES	<file_keyword> Team </file_keyword> file	file_search
excel by upadhyaya about Endpoints Table	FILES	<file_type> excel </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> Endpoints Table </file_keyword>	file_search
can you find Cortana on Windows January 2020 Working Session docx by suman	FILES	can you find <file_keyword> Cortana on Windows January 2020 Working Session </file_keyword> <file_type> docx </file_type> by <contact_name> suman </contact_name>	file_search
FY21 Substrate Budget Planning docx by venkata suman yaram	FILES	<file_keyword> FY21 Substrate Budget Planning </file_keyword> <file_type> docx </file_type> by <contact_name> venkata suman yaram </contact_name>	file_search
what is christians Contextual LU - People Answer - Design	PEOPLE	what is <contact_name> christians </contact_name> <people_attribute> Contextual LU - People Answer - Design </people_attribute>	search_people_attribute
what is jasons Voice Skills Wave 1 review - Jan 2020	PEOPLE	what is <contact_name> jason </contact_name> s <people_attribute> Voice Skills Wave 1 review - Jan 2020 </people_attribute>	search_people_attribute
whats david stewarts Opt-in Promotion Proposal	PEOPLE	whats <contact_name> david stewart </contact_name> s <people_attribute> Opt-in Promotion Proposal </people_attribute>	search_people_attribute
