ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedIntent	JudgedDomain	JudgedConstraints	ConversationContext	MetaData	Frequency	Cat
filesearch_fileType_5719	0		user	add Substrate and MSAI Working Session 02-04-2020 at 200 pm	create_calendar_entry	CALENDAR	add <title> Substrate and MSAI Working Session 02-04-2020 </title> at <start_time> 200 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5720	0		user	open Common_Set_FY19Q word	file_open	FILES	open <file_keyword> Common_Set_FY19Q </file_keyword> <file_type> word </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5721	0		user	whats melissas PDP API v1 Spec	search_people_attribute	PEOPLE	whats <contact_name> melissa </contact_name> s <people_attribute> PDP API v1 Spec </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5722	0		user	send an email to chad	send_email	EMAIL	send an <message_type> email </message_type> to <contact_name> chad </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5723	0		user	what is what is my schedule for today	find_calendar_entry	CALENDAR	what is what is my schedule for <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5724	0		user	send email to allison that Cortana_Assistance_RajeshMPR_Jan2020_Deck	send_email	EMAIL	send <message_type> email </message_type> to <contact_name> allison </contact_name> that <message> Cortana_Assistance_RajeshMPR_Jan2020_Deck </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5725	0		user	document titled Steve's Team	file_search	FILES	document titled <file_name> Steve's Team </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5726	0		user	open Q3-OKRs-Summary xls by ashuthosh upadhyaya	file_open	FILES	open <file_keyword> Q3-OKRs-Summary </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5727	0		user	open Working doc for Day Overview docx by venkata suman yaram	file_open	FILES	open <file_keyword> Working doc for Day Overview </file_keyword> <file_type> docx </file_type> by <contact_name> venkata suman yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5728	0		user	find S+A Data Insight Requirement Backlog xlsx	file_search	FILES	find <file_keyword> S+A Data Insight Requirement Backlog </file_keyword> <file_type> xlsx </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5729	0		user	what is tullys Running Experiments	search_people_attribute	PEOPLE	what is <contact_name> tully </contact_name> s <people_attribute> Running Experiments </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5730	0		user	change title Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th	create_calendar_entry	CALENDAR	change <slot_attribute> title </slot_attribute> <title> Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5731	0		user	add an event to my calendar at 1000 am tomorrow	create_calendar_entry	CALENDAR	add an event to my calendar at <start_time> 1000 am </start_time> <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5732	0		user	send a mail to beryl that Microsoft Search Feature Review Schedule &amp; Agenda	send_email	EMAIL	send a <message_type> mail </message_type> to <contact_name> beryl </contact_name> that <message> Microsoft Search Feature Review Schedule &amp; Agenda </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5733	0		user	email chad Post R1-Prod Bugs MSAI	send_email	EMAIL	email <contact_name> chad </contact_name> <message> Post R1-Prod Bugs MSAI </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5734	0		user	show my attachments today	search_message	TEAMSMESSAGE	show my <has_attachment> attachments </has_attachment> <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5735	0		user	when is my next meeting with ron	find_calendar_when	CALENDAR	when is my <start_time> next </start_time> meeting with <contact_name> ron </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5736	0		user	what is shravan kumar chavas [Migrated] Analyzing Experiments	search_people_attribute	PEOPLE	what is <contact_name> shravan kumar chava </contact_name> s <people_attribute> [Migrated] Analyzing Experiments </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5737	0		user	who manages nitin pande	search_org_chart	PEOPLE	who <relationship_name> manages </relationship_name> <contact_name> nitin pande </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5738	0		user	jim RapidFireToolsTimeCard	search_people_attribute	PEOPLE	<contact_name> jim </contact_name> <people_attribute> RapidFireToolsTimeCard </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5739	0		user	create a meeting for me	create_calendar_entry	CALENDAR	create a meeting for me	{}	[]	1	PositiveFullMatch
filesearch_fileType_5740	0		user	schedule a meeting with ron pechmagre	create_calendar_entry	CALENDAR	schedule a meeting with <contact_name> ron pechmagre </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5741	0		user	document by suman venkata named Cortana on Windows Vibranium International Plan	file_search	FILES	document by <contact_name> suman venkata </contact_name> named <file_name> Cortana on Windows Vibranium International Plan </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5742	0		user	add FY20 Q3 At a Glance - Keypoints meeting for monday at 300 pm located at microsoft	create_calendar_entry	CALENDAR	add <title> FY20 Q3 At a Glance - Keypoints </title> meeting for <start_date> monday </start_date> at <start_time> 300 pm </start_time> located at <implicit_location> microsoft </implicit_location>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5743	0		user	excel connected to ONE cube (civp) docx by yaram venkata	file_search	FILES	<file_keyword> excel connected to ONE cube (civp) </file_keyword> <file_type> docx </file_type> by <contact_name> yaram venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5744	0		user	can you find Analytics document by venkata suman yaram	file_search	FILES	can you find <file_keyword> Analytics </file_keyword> document by <contact_name> venkata suman yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5745	0		user	doc venkata suman yaram shared about Perf OKRs	file_search	FILES	<file_type> doc </file_type> <contact_name> venkata suman yaram </contact_name> <file_action> shared </file_action> about <file_keyword> Perf OKRs </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5746	0		user	who are that meeting	find_calendar_who	CALENDAR	who are that meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_5747	0		user	find me LU enablement of S+A NL search scenarios - V2 document by venkata suman yaram	file_search	FILES	find me <file_keyword> LU enablement of S+A NL search scenarios - V2 </file_keyword> document by <contact_name> venkata suman yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5748	0		user	who is lisa nelson biz dev	search_people_by_name	PEOPLE	who is <contact_name> lisa nelson </contact_name> <job_title> biz dev </job_title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5749	0		user	join Teams Linux Client - Volunteers	connect_to_meeting	CALENDAR	join <title> Teams Linux Client - Volunteers </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5750	0		user	can you try to help me find word SQLServerAndAzureDataWhatToUseWhen_long in this email i have open	search_email	EMAIL	can you try to help me find word <keyword> SQLServerAndAzureDataWhatToUseWhen_long </keyword> in this <message_type> email </message_type> i have open	{}	[]	1	PositiveFullMatch
filesearch_fileType_5751	0		user	what email do i have	search_email	EMAIL	what <message_type> email </message_type> do i have	{}	[]	1	PositiveFullMatch
filesearch_fileType_5752	0		user	what is shwetambaris One Communications Intelligence Framing	search_people_attribute	PEOPLE	what is <contact_name> shwetambari </contact_name> s <people_attribute> One Communications Intelligence Framing </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5753	0		user	open 202001_SubstrateIntelligenceWorkingSession_RoleOfAIInEffectiveMeetings excel	file_open	FILES	open <file_keyword> 202001_SubstrateIntelligenceWorkingSession_RoleOfAIInEffectiveMeetings </file_keyword> <file_type> excel </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5754	0		user	where is yvonne Cortana in Teams R2 Weekly Shiproom	search_people_attribute	PEOPLE	where is <contact_name> yvonne </contact_name> <people_attribute> Cortana in Teams R2 Weekly Shiproom </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5755	0		user	what is Embedded Intelligence Checkpoint (Jan 2020) of yvonne	search_people_attribute	PEOPLE	what is <people_attribute> Embedded Intelligence Checkpoint (Jan 2020) </people_attribute> of <contact_name> yvonne </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5756	0		user	find me pdp-core dev stuff spreadsheet by upadhyaya	file_search	FILES	find me <file_keyword> pdp-core dev stuff </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5757	0		user	files by ashuthosh	file_search	FILES	files by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5758	0		user	doc venkata shared about Talent discussion - Jan FY20	file_search	FILES	<file_type> doc </file_type> <contact_name> venkata </contact_name> <file_action> shared </file_action> about <file_keyword> Talent discussion - Jan FY20 </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5759	0		user	find time to DRI Wiki	check_availability	CALENDAR	find time to <title> DRI Wiki </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5760	0		user	suman word	file_search	FILES	<contact_name> suman </contact_name> <file_type> word </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5761	0		user	why does my meetings for today	find_calendar_entry	CALENDAR	why does my meetings for <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5762	0		user	what is jotham parkers Cortana on Teams - Messaging Skills Improvements	search_people_attribute	PEOPLE	what is <contact_name> jotham parker </contact_name> s <people_attribute> Cortana on Teams - Messaging Skills Improvements </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5763	0		user	create a meeting with saketh	create_calendar_entry	CALENDAR	create a meeting with <contact_name> saketh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5764	0		user	create a meeting with pradeep	create_calendar_entry	CALENDAR	create a meeting with <contact_name> pradeep </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5765	0		user	remind me to Towards a theory of software development expertise present tomorrow am	create_single_reminder	REMINDER	remind me to <reminder_text> Towards a theory of software development expertise present </reminder_text> <start_date> tomorrow </start_date> <start_time> am </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5766	0		user	find messages between june and august about Alternates Support for Dictation (Confusion Networks)	search_message	TEAMSMESSAGE	find messages between <start_date> june </start_date> and <end_date> august </end_date> about <keyword> Alternates Support for Dictation (Confusion Networks) </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5767	0		user	where is shirishs Compliant AI in M365 - Rajesh Review - 01-24-2020	search_people_attribute	PEOPLE	where is <contact_name> shirish </contact_name> s <people_attribute> Compliant AI in M365 - Rajesh Review - 01-24-2020 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5768	0		user	find messages from planning channel	search_message	TEAMSMESSAGE	find messages from <channel> planning </channel> channel	{}	[]	1	PositiveFullMatch
filesearch_fileType_5769	0		user	show me my next meeting about _old_Communication and Collaboration - Post Wave 1	navigate_calendar	CALENDAR	show me my <start_time> next </start_time> meeting about <title> _old_Communication and Collaboration - Post Wave 1 </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5770	0		user	find me Enterprise Data Taxonomy (Asset Classification Standard) word by yaram	file_search	FILES	find me <file_keyword> Enterprise Data Taxonomy (Asset Classification Standard) </file_keyword> <file_type> word </file_type> by <contact_name> yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5771	0		user	POI to L2 Launch Plan of jason	search_people_attribute	PEOPLE	<people_attribute> POI to L2 Launch Plan </people_attribute> of <contact_name> jason </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5772	0		user	find messages in dri chat about Deprecation Deck v2	search_message	TEAMSMESSAGE	find messages in <chat_name> dri </chat_name> chat about <keyword> Deprecation Deck v2 </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5773	0		user	join Deprecation plan - Cortana Mobile Apps	connect_to_meeting	CALENDAR	join <title> Deprecation plan - Cortana Mobile Apps </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5774	0		user	send mail to chad that MicrosoftSearch-UniversalAPI	send_email	EMAIL	send <message_type> mail </message_type> to <contact_name> chad </contact_name> that <message> MicrosoftSearch-UniversalAPI </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5775	0		user	ashuthoshs xls files shared with me	file_search	FILES	<contact_name> ashuthosh </contact_name> s <file_type> xls </file_type> files <file_action> shared </file_action> with <to_contact_name> me </to_contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5776	0		user	mail chad Teams Instrumentation Events Breakdown	send_email	EMAIL	mail <contact_name> chad </contact_name> <message> Teams Instrumentation Events Breakdown </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5777	0		user	send a mail to nitin that MSAI Universal Search and Recommendations Pre-read	send_email	EMAIL	send a <message_type> mail </message_type> to <contact_name> nitin </contact_name> that <message> MSAI Universal Search and Recommendations Pre-read </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5778	0		user	whens my next meeting tomorrow at lunch	find_calendar_when	CALENDAR	whens my <start_time> next </start_time> meeting <start_date> tomorrow at lunch </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5779	0		user	show my next week meetings	navigate_calendar	CALENDAR	show my <start_date> next week </start_date> meetings	{}	[]	1	PositiveFullMatch
filesearch_fileType_5780	0		user	send a mail to nitin that Overview_AzureCompliance_Tracker_Current	send_email	EMAIL	send a <message_type> mail </message_type> to <contact_name> nitin </contact_name> that <message> Overview_AzureCompliance_Tracker_Current </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5781	0		user	remind me at 106 to Assistant Roadmap Sync	create_single_reminder	REMINDER	remind me at <start_time> 106 </start_time> to <reminder_text> Assistant Roadmap Sync </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5782	0		user	find How to create bug in VSTS files by shravan	file_search	FILES	find <file_keyword> How to create bug in VSTS </file_keyword> files by <contact_name> shravan </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5783	0		user	send mail to andrew that Phone System Strategy and Go To Market Plan_ Sept 2019	send_email	EMAIL	send <message_type> mail </message_type> to <contact_name> andrew </contact_name> that <message> Phone System Strategy and Go To Market Plan_ Sept 2019 </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5784	0		user	find jeremys MSA and AAD Report	search_people_attribute	PEOPLE	find <contact_name> jeremy </contact_name> s <people_attribute> MSA and AAD Report </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5785	0		user	word suman shared about Analyzing Experiments - Advanced	file_search	FILES	word <contact_name> suman </contact_name> shared about <file_keyword> Analyzing Experiments - Advanced </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5786	0		user	doc called Applied AI ACR	file_search	FILES	<file_type> doc </file_type> called <file_name> Applied AI ACR </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5787	0		user	PerfStatusUpdates spreadsheet by ashuthosh	file_search	FILES	<file_keyword> PerfStatusUpdates </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5788	0		user	what is lisas the-apology-impulse-cooper-en-38053	search_people_attribute	PEOPLE	what is <contact_name> lisa </contact_name> s <people_attribute> the-apology-impulse-cooper-en-38053 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5789	0		user	find Outlook Mobile Growth - December 18th working session of allison	search_people_attribute	PEOPLE	find <people_attribute> Outlook Mobile Growth - December 18th working session </people_attribute> of <contact_name> allison </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5790	0		user	Knowledge Mining Team Capacity Plan word by yaram	file_search	FILES	<file_keyword> Knowledge Mining Team Capacity Plan </file_keyword> <file_type> word </file_type> by <contact_name> yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5791	0		user	find me image00001 xlsx by ashuthosh upadhyaya	file_search	FILES	find me <file_keyword> image00001 </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5792	0		user	what is NGP Onboarding - Export of govind	search_people_attribute	PEOPLE	what is <people_attribute> NGP Onboarding - Export </people_attribute> of <contact_name> govind </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5793	0		user	remind me to Smart Suggestions in Teams - Jan 2020 everyday at 1000 pm	create_single_reminder	REMINDER	remind me to <reminder_text> Smart Suggestions in Teams - Jan 2020 </reminder_text> <start_date> everyday </start_date> at <start_time> 1000 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5794	0		user	can you find Universal Search + Assistant - FY20 Q3 Backlog excel by ashuthosh	file_search	FILES	can you find <file_keyword> Universal Search + Assistant - FY20 Q3 Backlog </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5795	0		user	find jeremys Transition to MSE 2.0 - Israel	search_people_attribute	PEOPLE	find <contact_name> jeremy </contact_name> s <people_attribute> Transition to MSE 2.0 - Israel </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5796	0		user	send a mail to perry that (Deprecated) Releases	send_email	EMAIL	send a <message_type> mail </message_type> to <contact_name> perry </contact_name> that <message> (Deprecated) Releases </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5797	0		user	open Organizing Cortana Geneva Accounts excel by ashuthosh upadhyaya	file_open	FILES	open <file_keyword> Organizing Cortana Geneva Accounts </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5798	0		user	excel upadhyaya shared about QQR CY19Q4	file_search	FILES	<file_type> excel </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> QQR CY19Q4 </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5799	0		user	remove City Of Romance from grocery list	delete_note_item	NOTE	remove <note_text> City Of Romance </note_text> from <title> grocery </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5800	0		user	add Microsoft Search User Job Framework to my calendar	create_calendar_entry	CALENDAR	add <title> Microsoft Search User Job Framework </title> to my calendar	{}	[]	1	PositiveFullMatch
filesearch_fileType_5801	0		user	set up time with august for next thursday	create_calendar_entry	CALENDAR	set up time with <contact_name> august </contact_name> for <start_date> next thursday </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5802	0		user	can you find Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL spreadsheet bg upadhyaya	file_search	FILES	can you find <file_keyword> Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL </file_keyword> <file_type> spreadsheet </file_type> bg <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5803	0		user	what is ashoks OneNote - Switch for controlling Math feature availability	search_people_attribute	PEOPLE	what is <contact_name> ashok </contact_name> aposs <people_attribute> OneNote - Switch for controlling Math feature availability </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5804	0		user	what is silvers Highlights extraction from meeting transcript - Jan 20	search_people_attribute	PEOPLE	what is <contact_name> silver </contact_name> s <people_attribute> Highlights extraction from meeting transcript - Jan 20 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5805	0		user	add Assistant Roadmap Sync subject to my calendar at 500 pm today	create_calendar_entry	CALENDAR	add <title> Assistant Roadmap Sync </title> <slot_attribute> subject </slot_attribute> to my calendar at <start_time> 500 pm </start_time> <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5806	0		user	who are account executive	search_people_by_attribute	PEOPLE	who are <job_title> account executive </job_title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5807	0		user	what are my reminders for this afternoon	find_reminder	REMINDER	what are my reminders for <start_time> this afternoon </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5808	0		user	when is my Test Result Main sheet--Core+Non Core (1) appointment	find_calendar_when	CALENDAR	when is my <title> Test Result Main sheet--Core+Non Core (1) </title> appointment	{}	[]	1	PositiveFullMatch
filesearch_fileType_5809	0		user	show my next VoiceDesignBrownBag.1.28.20	find_calendar_entry	CALENDAR	show my <start_time> next </start_time> <title> VoiceDesignBrownBag.1.28.20 </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5810	0		user	find Teams FriseBEE_PassRate ppt	file_search	FILES	find <file_keyword> Teams FriseBEE_PassRate </file_keyword> <file_type> ppt </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5811	0		user	open up my Indigo Ticket - Ms Ankita Agrawal - BLR - TRV - BLR presentation	file_open	FILES	open up <contact_name> my </contact_name> <file_keyword> Indigo Ticket - Ms Ankita Agrawal - BLR - TRV - BLR </file_keyword> <file_type> presentation </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5812	0		user	messages in planning channel about iOS Core Skills + Extras	search_message	TEAMSMESSAGE	messages in <channel> planning </channel> channel about <keyword> iOS Core Skills + Extras </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5813	0		user	who is abraham jacob	search_people_by_name	PEOPLE	who is <contact_name> abraham jacob </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5814	0		user	show Cortana in Teams FAQ xls	file_search	FILES	show <file_keyword> Cortana in Teams FAQ </file_keyword> <file_type> xls </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5815	0		user	what is diegos AI in M365 for MSAI Customer Deck	search_people_attribute	PEOPLE	what is <contact_name> diego </contact_name> s <people_attribute> AI in M365 for MSAI Customer Deck </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5816	0		user	can you show me richs crash0117	search_people_attribute	PEOPLE	can you show me <contact_name> rich </contact_name> s <people_attribute> crash0117 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5817	0		user	docx suman sent	file_search	FILES	<file_type> docx </file_type> <contact_name> suman </contact_name> <file_action> sent </file_action>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5818	0		user	FY19 - Bing Maps By Area - Q2 Planning Checkpoint+Tuning Review 2 xls by ashuthosh upadhyaya	file_search	FILES	<file_keyword> FY19 - Bing Maps By Area - Q2 Planning Checkpoint+Tuning Review 2 </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5819	0		user	remind me to Cortana in Teams - Working Session - 2020-01-20 tomorrow at 1000 am	create_single_reminder	REMINDER	remind me to <reminder_text> Cortana in Teams - Working Session - 2020-01-20 </reminder_text> <start_date> tomorrow </start_date> at <start_time> 1000 am </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5820	0		user	could you please show me FY21 Substrate Budget Planning files	file_search	FILES	could you please show me <file_keyword> FY21 Substrate Budget Planning </file_keyword> files	{}	[]	1	PositiveFullMatch
filesearch_fileType_5821	0		user	open BookmarksSites - Answer - Project document by venkata siman yaram	file_open	FILES	open <file_keyword> BookmarksSites - Answer - Project </file_keyword> document by <contact_name> venkata siman yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5822	0		user	abraham 5400377856	search_people_attribute	PEOPLE	<contact_name> abraham </contact_name> <people_attribute> 5400377856 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5823	0		user	send an email to nitin that 08-15-2019  ‘SCIS’ Extension- supporting conversation caching - Full	send_email	EMAIL	send an <message_type> email </message_type> to <contact_name> nitin </contact_name> that <message> 08-15-2019  ‘SCIS’ Extension- supporting conversation caching - Full </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5824	0		user	messages about Union for MBR Sept 2019 this morning	search_message	TEAMSMESSAGE	messages about <keyword> Union for MBR Sept 2019 </keyword> <start_time> this morning </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5825	0		user	find time with ron pechmagre tomorrow for Ana_Mendes_Dec2019	check_availability	CALENDAR	find time with <contact_name> ron pechmagre </contact_name> <start_date> tomorrow </start_date> for <title> Ana_Mendes_Dec2019 </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5826	0		user	add Automatic Meeting Agenda (and Notes) Generation to it	add_to_note	NOTE	add <note_text> Automatic Meeting Agenda (and Notes) Generation </note_text> to it	{}	[]	1	PositiveFullMatch
filesearch_fileType_5827	0		user	block time for Name-Resolution-UX-Improvements tomorrow from 200 pm to 400 pm	block_time	CALENDAR	block time for <title> Name-Resolution-UX-Improvements </title> <start_date> tomorrow </start_date> from <start_time> 200 pm </start_time> to <end_time> 400 pm </end_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5828	0		user	document by venkata named Microsoft event policy 1	file_search	FILES	document by <contact_name> venkata </contact_name> named <file_name> Microsoft event policy 1 </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5829	0		user	find karthiks Name-Resolution-UX-Improvements	search_people_attribute	PEOPLE	find <contact_name> karthik </contact_name> s <people_attribute> Name-Resolution-UX-Improvements </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5830	0		user	xlsx called How to connect to MSFT VPN	file_search	FILES	<file_type> xlsx </file_type> called <file_name> How to connect to MSFT VPN </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5831	0		user	what is Email Skill - FY20 H2 Planning of shravan kumar chava	search_people_attribute	PEOPLE	what is <people_attribute> Email Skill - FY20 H2 Planning </people_attribute> of <contact_name> shravan kumar chava </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5832	0		user	send an email to satya that Org details	send_email	EMAIL	send an <message_type> email </message_type> to <contact_name> satya </contact_name> that <message> Org details </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5833	0		user	bjørns STCA Tech Talk Series	search_people_attribute	PEOPLE	<contact_name> bjørn </contact_name> s <people_attribute> STCA Tech Talk Series </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5834	0		user	find MSAI Universal Search and Recommendations files by shravan	file_search	FILES	find <file_keyword> MSAI Universal Search and Recommendations </file_keyword> files by <contact_name> shravan </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5835	0		user	this afternoon	create_calendar_entry	CALENDAR	<start_time> this afternoon </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5836	0		user	xls by upadhyaya named Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL	file_search	FILES	<file_type> xls </file_type> by <contact_name> upadhyaya </contact_name> named <file_name> Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5837	0		user	spreadsheet by upadhyaya about Substrate Perf Shiproom - 2020-1-08	file_search	FILES	<file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> Substrate Perf Shiproom - 2020-1-08 </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5838	0		user	AI 365 30 January 2020 excel by ashuthosh	file_search	FILES	<file_keyword> AI 365 30 January 2020 </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5839	0		user	add Set Up Compliant Cortana for Android Teams App to my calendar	create_calendar_entry	CALENDAR	add <title> Set Up Compliant Cortana for Android Teams App </title> to my calendar	{}	[]	1	PositiveFullMatch
