MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
to steve attachments	EMAILSEARCH	to <contact_name_to> steve </contact_name_to> <attachment> attachments </attachment>	search_email
view files from jerry with onenote attachment	EMAILSEARCH	view  files  from <contact_name_from> jerry </contact_name_from> with <attachment_type> onenote </attachment_type> <attachment> attachment </attachment>	search_email
im looking for files with an attachment	EMAILSEARCH	im looking for  files  with an <attachment> attachment </attachment>	search_email
april file with doc attachment	EMAILSEARCH	<start_date> april </start_date>  file  with <attachment_type> doc </attachment_type> <attachment> attachment </attachment>	search_email
messages with attachments	EMAILSEARCH	messages with <attachment> attachments </attachment>	search_email
file with attachment tsv	EMAILSEARCH	 file  with <attachment> attachment </attachment> <attachment_type> tsv </attachment_type>	search_email
attachment sent pdf	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> pdf </attachment_type>	search_email
file about renovation project from michael with attachment	EMAILSEARCH	 file  about <keyword> renovation project </keyword> from <contact_name_from> michael </contact_name_from> with <attachment> attachment </attachment>	search_email
find attachments in files	EMAILSEARCH	find <attachment> attachments </attachment> in  files 	search_email
word attachments from joshua	EMAILSEARCH	<attachment_type> word </attachment_type> <attachment> attachments </attachment> from <contact_name_from> joshua </contact_name_from>	search_email
csv was included on attachment	EMAILSEARCH	<attachment_type> csv </attachment_type> was included on <attachment> attachment </attachment>	search_email
file to sharon with attachment re pigs	EMAILSEARCH	 file  to <contact_name_to> sharon </contact_name_to> with <attachment> attachment </attachment> <keyword> re pigs </keyword>	search_email
file from last year with attachment from cindy	EMAILSEARCH	 file  from <start_date> last year </start_date> with <attachment> attachment </attachment> from <contact_name_from> cindy </contact_name_from>	search_email
files from ellen with attachments about birthday party	EMAILSEARCH	 files  from <contact_name_from> ellen </contact_name_from> with <attachment> attachments </attachment> about <keyword> birthday party </keyword>	search_email
slide attachments in file from january	EMAILSEARCH	<attachment_type> slide </attachment_type> <attachment> attachments </attachment> in  file  from <start_date> january </start_date>	search_email
tax form file with spec attachment	EMAILSEARCH	<keyword> tax form </keyword>  file  with <attachment_type> spec </attachment_type> <attachment> attachment </attachment>	search_email
show file from andrew with vsd attachments	EMAILSEARCH	show  file  from <contact_name_from> andrew </contact_name_from> with <attachment_type> vsd </attachment_type> <attachment> attachments </attachment>	search_email
im looking for file that barb sent me that included attachment	EMAILSEARCH	im looking for  file  that <contact_name_from> barb </contact_name_from> sent me that included <attachment> attachment </attachment>	search_email
view file from jerry with pdfs attachment	EMAILSEARCH	view  file  from <contact_name_from> jerry </contact_name_from> with <attachment_type> pdfs </attachment_type> <attachment> attachment </attachment>	search_email
home goods attachment receipt	EMAILSEARCH	<keyword> home goods </keyword> <attachment> attachment </attachment> receipt	search_email
files with decks attachments	EMAILSEARCH	 files  with <attachment_type> decks </attachment_type> <attachment> attachments </attachment>	search_email
files from colin with an attachment	EMAILSEARCH	 files  from <contact_name_from> colin </contact_name_from> with an <attachment> attachment </attachment>	search_email
find file from jennifer containing attachment	EMAILSEARCH	find  file  from <contact_name_from> jennifer </contact_name_from> containing <attachment> attachment </attachment>	search_email
mikes files from december with attachment	EMAILSEARCH	<contact_name> mikes </contact_name>  files  from <start_date> december </start_date> with <attachment> attachment </attachment>	search_email
walmart file with attachments from sally from may 2019 to february 2020	EMAILSEARCH	<keyword> walmart </keyword>  file  with <attachment> attachments </attachment> from <contact_name_from> sally </contact_name_from> from <start_date> may 2019 </start_date> to <end_date> february 2020 </end_date>	search_email
i need file with attachments received last week	EMAILSEARCH	i need  file  with <attachment> attachments </attachment> received <start_date> last week </start_date>	search_email
file with attachment from crisco	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> crisco </contact_name_from>	search_email
files containing attachment	EMAILSEARCH	 files  containing <attachment> attachment </attachment>	search_email
attachments included with files	EMAILSEARCH	<attachment> attachments </attachment> included with  files 	search_email
attachment was not included on files	EMAILSEARCH	<attachment> attachment </attachment> was not included on  files 	search_email
attachment workbook angelina	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> workbook </attachment_type> <contact_name> angelina </contact_name>	search_email
file with attachment on video	EMAILSEARCH	 file  with <attachment> attachment </attachment> on <keyword> video </keyword>	search_email
file attachment from steve to jackie	EMAILSEARCH	 file  <attachment> attachment </attachment> from <contact_name_from> steve </contact_name_from> to <contact_name_to> jackie </contact_name_to>	search_email
to dad with vstm attachment	EMAILSEARCH	to <relationship_name_to> dad </relationship_name_to> with <attachment_type> vstm </attachment_type> <attachment> attachment </attachment>	search_email
show me files from files with spreadsheets	EMAILSEARCH	show me  files  from  files  with <attachment_type> spreadsheets </attachment_type>	search_email
file with vssx attachments from february	EMAILSEARCH	 file  with <attachment_type> vssx </attachment_type> <attachment> attachments </attachment> from <start_date> february </start_date>	search_email
file to elvira from october with attachment	EMAILSEARCH	 file  to <contact_name_to> elvira </contact_name_to> from <start_date> october </start_date> with <attachment> attachment </attachment>	search_email
weekly digest with attachment	EMAILSEARCH	<keyword> weekly digest </keyword> with <attachment> attachment </attachment>	search_email
from lia workbook attachment	EMAILSEARCH	from <contact_name_from> lia </contact_name_from> <attachment_type> workbook </attachment_type> <attachment> attachment </attachment>	search_email
files from mom with attachments	EMAILSEARCH	 files  from <relationship_name_from> mom </relationship_name_from> with <attachment> attachments </attachment>	search_email
attachments file	EMAILSEARCH	<attachment> attachments </attachment>  file 	search_email
file with attachment from last june	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <start_date> last june </start_date>	search_email
files with attachment mindflash	EMAILSEARCH	 files  with <attachment> attachment </attachment> <keyword> mindflash </keyword>	search_email
jasons files with attachment from last monday	EMAILSEARCH	<contact_name> jason </contact_name> s  files  with <attachment> attachment </attachment> from <start_date> last monday </start_date>	search_email
file with attachments from january 2014 to december 2014 about sales reports	EMAILSEARCH	 file  with <attachment> attachments </attachment> from <start_date> january 2014 </start_date> to <end_date> december 2014 </end_date> about <keyword> sales reports </keyword>	search_email
files from wayne to nadeska with attachment from last week	EMAILSEARCH	 files  from <contact_name_from> wayne </contact_name_from> to <contact_name_to> nadeska </contact_name_to> with <attachment> attachment </attachment> from <start_date> last week </start_date>	search_email
opened file with an attachment	EMAILSEARCH	opened  file  with an <attachment> attachment </attachment>	search_email
files about payslip with attachment	EMAILSEARCH	 files  about <keyword> payslip </keyword> with <attachment> attachment </attachment>	search_email
file with youtube vsdm attachments between april and may	EMAILSEARCH	 file  with <keyword> youtube </keyword> <attachment_type> vsdm </attachment_type> <attachment> attachments </attachment> between <start_date> april </start_date> and <end_date> may </end_date>	search_email
files from jon hamaker with spreadsheets attachments	EMAILSEARCH	 files  from <contact_name_from> jon hamaker </contact_name_from> with <attachment_type> spreadsheets </attachment_type> <attachment> attachments </attachment>	search_email
files containing attachments	EMAILSEARCH	 files  containing <attachment> attachments </attachment>	search_email
file with attachment about music	EMAILSEARCH	 file  with <attachment> attachment </attachment> about <keyword> music </keyword>	search_email
show marks file and attachment that i forwarded to john	EMAILSEARCH	show <contact_name_from> mark </contact_name_from> s  file  and <attachment> attachment </attachment> that i <email_state> forwarded </email_state> to <contact_name_to> john </contact_name_to>	search_email
file from quinn to jen with attachment	EMAILSEARCH	 file  from <contact_name_from> quinn </contact_name_from> to <contact_name_to> jen </contact_name_to> with <attachment> attachment </attachment>	search_email
file with attachment powerpoint	EMAILSEARCH	 file  with <attachment> attachment </attachment> <attachment_type> powerpoint </attachment_type>	search_email
get all files i have with attachments	EMAILSEARCH	get all  files  i have with <attachment> attachments </attachment>	search_email
show attachments to john	EMAILSEARCH	show <attachment> attachments </attachment> to <contact_name_to> john </contact_name_to>	search_email
where is attachment from christen	EMAILSEARCH	where is <attachment> attachment </attachment> from <contact_name_from> christen </contact_name_from>	search_email
find file attachments from jean	EMAILSEARCH	find  file  <attachment> attachments </attachment> from <contact_name_from> jean </contact_name_from>	search_email
files about dogs with attachment from june	EMAILSEARCH	 files  about <keyword> dogs </keyword> with <attachment> attachment </attachment> from <start_date> june </start_date>	search_email
file from jon with attachments	EMAILSEARCH	 file  from <contact_name_from> jon </contact_name_from> with <attachment> attachments </attachment>	search_email
files from july with vdw attachments	EMAILSEARCH	 files  from <start_date> july </start_date> with <attachment_type> vdw </attachment_type> <attachment> attachments </attachment>	search_email
i need to see files from john with worksheet attachments	EMAILSEARCH	i need to see  files  from <contact_name_from> john </contact_name_from> with <attachment_type> worksheet </attachment_type> <attachment> attachments </attachment>	search_email
file with attachment between january 9 and january 16	EMAILSEARCH	 file  with <attachment> attachment </attachment> between <start_date> january 9 </start_date> and <end_date> january 16 </end_date>	search_email
file to lara with attachment	EMAILSEARCH	 file  to <contact_name_to> lara </contact_name_to> with <attachment> attachment </attachment>	search_email
file from david about client account with attachment	EMAILSEARCH	 file  from <contact_name_from> david </contact_name_from> about <keyword> client account </keyword> with <attachment> attachment </attachment>	search_email
stacey hot chocolate pastry sent to file slide attachment	EMAILSEARCH	<keyword> stacey hot chocolate pastry </keyword> sent to  file  <attachment_type> slide </attachment_type> <attachment> attachment </attachment>	search_email
attachment sent docs	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> docs </attachment_type>	search_email
outgoing files with attachment	EMAILSEARCH	outgoing  files  with <attachment> attachment </attachment>	search_email
files with surgeon update worksheet attachment	EMAILSEARCH	 files  with <keyword> surgeon update </keyword> <attachment_type> worksheet </attachment_type> <attachment> attachment </attachment>	search_email
khias files from august with attachments	EMAILSEARCH	<contact_name_from> khia </contact_name_from> s  files  from <start_date> august </start_date> with <attachment> attachments </attachment>	search_email
file that has attachments from july 2nd to july 10th	EMAILSEARCH	 file  that has <attachment> attachments </attachment> from <start_date> july 2nd </start_date> to <end_date> july 10th </end_date>	search_email
file that contain attachments from lydia	EMAILSEARCH	 file  that contain <attachment> attachments </attachment> from <contact_name_from> lydia </contact_name_from>	search_email
files with attachment regarding biology	EMAILSEARCH	 files  with <attachment> attachment </attachment> regarding <keyword> biology </keyword>	search_email
i want to see files on txy project with attachments	EMAILSEARCH	i want to see  files  on <keyword> txy project </keyword> with <attachment> attachments </attachment>	search_email
file to thelma with attachments about dons birthday	EMAILSEARCH	 file  to <contact_name_to> thelma </contact_name_to> with <attachment> attachments </attachment> about <keyword> donaposs birthday </keyword>	search_email
file from december through today with attachments in them	EMAILSEARCH	 file  from <start_date> december </start_date> through <end_date> today </end_date> with <attachment> attachments </attachment> in them	search_email
file sent to john with sheet attachment	EMAILSEARCH	 file  sent to <contact_name_to> john </contact_name_to> with <attachment_type> sheet </attachment_type> <attachment> attachment </attachment>	search_email
search for files from last may that included attachments	EMAILSEARCH	search for  files  from <start_date> last may </start_date> that included <attachment> attachments </attachment>	search_email
w9 powerpoints attachment	EMAILSEARCH	<keyword> w9 </keyword> <attachment_type> powerpoints </attachment_type> <attachment> attachment </attachment>	search_email
files with attachment from nicole between july and august	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <contact_name_from> nicole </contact_name_from> between <start_date> july </start_date> and <end_date> august </end_date>	search_email
work order file with attachments from may	EMAILSEARCH	<keyword> work order </keyword>  file  with <attachment> attachments </attachment> from <start_date> may </start_date>	search_email
outgoing file with attachment	EMAILSEARCH	outgoing  file  with <attachment> attachment </attachment>	search_email
file from jon hamaker with ppt attachments	EMAILSEARCH	 file  from <contact_name_from> jon hamaker </contact_name_from> with <attachment_type> ppt </attachment_type> <attachment> attachments </attachment>	search_email
christophers file from march with attachments	EMAILSEARCH	<contact_name> christopher </contact_name> s  file  from <start_date> march </start_date> with <attachment> attachments </attachment>	search_email
files from donny with accounting attachment	EMAILSEARCH	 files  from <contact_name_from> donny </contact_name_from> with <keyword> accounting </keyword> <attachment> attachment </attachment>	search_email
from malik with deck attachment	EMAILSEARCH	from <contact_name_from> malik </contact_name_from> with <attachment_type> deck </attachment_type> <attachment> attachment </attachment>	search_email
mb assignment files from gayatri with vsd attachments	EMAILSEARCH	<keyword> mb assignment </keyword>  files  from <contact_name_from> gayatri </contact_name_from> with <attachment_type> vsd </attachment_type> <attachment> attachments </attachment>	search_email
attachments within files	EMAILSEARCH	<attachment> attachments </attachment> within  files 	search_email
attachments was sent my director though file	EMAILSEARCH	<attachment> attachments </attachment> was sent <relationship_name> my director </relationship_name> though  file 	search_email
attachment files from goku vsdm	EMAILSEARCH	<attachment> attachment </attachment>  files  from <contact_name_from> goku </contact_name_from> <attachment_type> vsdm </attachment_type>	search_email
words attachment from jim	EMAILSEARCH	<attachment_type> words </attachment_type> <attachment> attachment </attachment> from <contact_name_from> jim </contact_name_from>	search_email
ppt attachment to jack	EMAILSEARCH	<attachment_type> ppt </attachment_type> <attachment> attachment </attachment> to <contact_name_to> jack </contact_name_to>	search_email
pdf attachment from ken files	EMAILSEARCH	<attachment_type> pdf </attachment_type> <attachment> attachment </attachment> from <contact_name_from> ken </contact_name_from>  files 	search_email
vacation leave request files from eric with attachment from june	EMAILSEARCH	<keyword> vacation leave request </keyword>  files  from <contact_name_from> eric </contact_name_from> with <attachment> attachment </attachment> from <start_date> june </start_date>	search_email
jane files attachment	EMAILSEARCH	<contact_name> jane </contact_name>  files  <attachment> attachment </attachment>	search_email
school attachments files	EMAILSEARCH	school attachments  files 	search_email
show me attachment pdf with tim	EMAILSEARCH	show me <attachment> attachment </attachment> <attachment_type> pdf </attachment_type> with <contact_name> tim </contact_name>	search_email
show all files with attachments from january	EMAILSEARCH	show all  files  with <attachment> attachments </attachment> from <start_date> january </start_date>	search_email
marks file was from january with attachment	EMAILSEARCH	<contact_name> mark </contact_name> s  file  was from <start_date> january </start_date> with <attachment> attachment </attachment>	search_email
locate file from jay with attachment	EMAILSEARCH	locate  file  from <contact_name_from> jay </contact_name_from> with <attachment> attachment </attachment>	search_email
files with attachment from july 1 to july 16	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> july 1 </start_date> to <end_date> july 16 </end_date>	search_email
find file from varun with attachments	EMAILSEARCH	find  file  from <contact_name_from> varun </contact_name_from> with <attachment> attachments </attachment>	search_email
files has attachment size more than 1mb	EMAILSEARCH	 files  has <attachment> attachment </attachment> size <emailsearch_other> more than 1mb </emailsearch_other>	search_email
files from sapna with multiple attachments	EMAILSEARCH	 files  from <contact_name_from> sapna </contact_name_from> with <keyword> multiple </keyword> <attachment> attachments </attachment>	search_email
view all files containing an attachment	EMAILSEARCH	view all  files  containing an <attachment> attachment </attachment>	search_email
files to edith from july with attachments	EMAILSEARCH	 files  to <contact_name_to> edith </contact_name_to> from <start_date> july </start_date> with <attachment> attachments </attachment>	search_email
work file with guidelines attachment	EMAILSEARCH	<user_defined_category> work </user_defined_category>  file  with <keyword> guidelines </keyword> <attachment> attachment </attachment>	search_email
file with attachment between september and november about business	EMAILSEARCH	 file  with <attachment> attachment </attachment> between <start_date> september </start_date> and <end_date> november </end_date> about <keyword> business </keyword>	search_email
files from jose gomezangulo with attachments	EMAILSEARCH	 files  from <contact_name_from> jose gomezangulo </contact_name_from> with <attachment> attachments </attachment>	search_email
look for file with doc attachments	EMAILSEARCH	look for  file  with <attachment_type> doc </attachment_type> <attachment> attachments </attachment>	search_email
filter file with attachments	EMAILSEARCH	filter  file  with <attachment> attachments </attachment>	search_email
jim with slides attachment	EMAILSEARCH	<contact_name> jim </contact_name> with <attachment_type> slides </attachment_type> <attachment> attachment </attachment>	search_email
file on opera with attachment	EMAILSEARCH	 file  on <keyword> opera </keyword> with <attachment> attachment </attachment>	search_email
file from joe mpp attachment	EMAILSEARCH	 file  from <contact_name_from> joe </contact_name_from> <attachment_type> mpp </attachment_type> <attachment> attachment </attachment>	search_email
file with attachment from john to henry	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> john </contact_name_from> to <contact_name_to> henry </contact_name_to>	search_email
files from anna to bates about engagement with vss attachments from june 2015	EMAILSEARCH	 files  from <contact_name_from> anna </contact_name_from> to <contact_name_to> bates </contact_name_to> about <keyword> engagement </keyword> with <attachment_type> vss </attachment_type> <attachment> attachments </attachment> from <start_date> june 2015 </start_date>	search_email
show file that were sent with an attachment to mary	EMAILSEARCH	show  file  that were sent with an <attachment> attachment </attachment> to <contact_name_to> mary </contact_name_to>	search_email
rickys file to jim with attachments sent in july	EMAILSEARCH	<contact_name_from> ricky </contact_name_from> s  file  to <contact_name_to> jim </contact_name_to> with <attachment> attachments </attachment> sent in <start_date> july </start_date>	search_email
file from jo this week with attachment	EMAILSEARCH	 file  from <contact_name_from> jo </contact_name_from> <start_date> this week </start_date> with <attachment> attachment </attachment>	search_email
search for file sent to todd that contain onenotes attachments	EMAILSEARCH	search for  file  sent to <contact_name_to> todd </contact_name_to> that contain <attachment_type> onenotes </attachment_type> <attachment> attachments </attachment>	search_email
pull up files in past month with an attachment	EMAILSEARCH	pull up  files  in <start_date> past month </start_date> with an <attachment> attachment </attachment>	search_email
view file from jerry with powerpoint attachment	EMAILSEARCH	view  file  from <contact_name_from> jerry </contact_name_from> with <attachment_type> powerpoint </attachment_type> <attachment> attachment </attachment>	search_email
that is show me file with attachments	EMAILSEARCH	that is show me  file  with <attachment> attachments </attachment>	search_email
files with attachment between january 9 and january 16	EMAILSEARCH	 files  with <attachment> attachment </attachment> between <start_date> january 9 </start_date> and <end_date> january 16 </end_date>	search_email
attachment slides from mingzhu	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> slides </attachment_type> from <contact_name_from> mingzhu </contact_name_from>	search_email
open file on visiting hospital with spec attachment	EMAILSEARCH	open  file  on <keyword> visiting hospital </keyword> with <attachment_type> spec </attachment_type> <attachment> attachment </attachment>	search_email
provide letters about vacation with attachments	EMAILSEARCH	<keyword> provide letters </keyword> about <keyword> vacation </keyword> with <attachment> attachments </attachment>	search_email
mail with attachment from june about music birthdaay files with attachments between august and october	EMAILSEARCH	mail with <attachment> attachment </attachment> from <start_date> june </start_date> about <keyword> music birthdaay </keyword>  files  with <attachment> attachments </attachment> between <start_date> august </start_date> and <end_date> october </end_date>	search_email
from cindy attachment worksheet	EMAILSEARCH	from <contact_name_from> cindy </contact_name_from> <attachment> attachment </attachment> <attachment_type> worksheet </attachment_type>	search_email
files from belle from september with attachment	EMAILSEARCH	 files  from <contact_name_from> belle </contact_name_from> from <start_date> september </start_date> with <attachment> attachment </attachment>	search_email
from liza attachment vsdx	EMAILSEARCH	from <contact_name_from> liza </contact_name_from> <attachment> attachment </attachment> <attachment_type> vsdx </attachment_type>	search_email
file with october attachment	EMAILSEARCH	 file  with <start_date> october </start_date> <attachment> attachment </attachment>	search_email
johnny with attachments	EMAILSEARCH	<contact_name> johnny </contact_name> with <attachment> attachments </attachment>	search_email
from malik with sheets attachment	EMAILSEARCH	from <contact_name_from> malik </contact_name_from> with <attachment_type> sheets </attachment_type> <attachment> attachment </attachment>	search_email
file from kalyan with attachment	EMAILSEARCH	 file  from <contact_name_from> kalyan </contact_name_from> with <attachment> attachment </attachment>	search_email
doc attachment in files	EMAILSEARCH	<attachment_type> doc </attachment_type> <attachment> attachment </attachment> in  files 	search_email
from zenia wedding invitation attachment	EMAILSEARCH	from <contact_name_from> zenia </contact_name_from> <keyword> wedding invitation </keyword> <attachment> attachment </attachment>	search_email
pop music attachments from june to july	EMAILSEARCH	<keyword> pop music </keyword> <attachment> attachments </attachment> from <start_date> june </start_date> to <end_date> july </end_date>	search_email
workbook attachments from john	EMAILSEARCH	<attachment_type> workbook </attachment_type> <attachment> attachments </attachment> from <contact_name_from> john </contact_name_from>	search_email
files from robert to cora re chamberlain visit with onenotes attachments july 2015 to august 2015	EMAILSEARCH	 files  from <contact_name_from> robert </contact_name_from> to <contact_name_to> cora </contact_name_to> re <keyword> chamberlain visit </keyword> with <attachment_type> onenotes </attachment_type> <attachment> attachments </attachment> <start_date> july 2015 </start_date> to <end_date> august 2015 </end_date>	search_email
retirement party files with attachments sent in december	EMAILSEARCH	<keyword> retirement party </keyword>  files  with <attachment> attachments </attachment> sent in <start_date> december </start_date>	search_email
work group attachment from ben	EMAILSEARCH	<keyword> work group </keyword> <attachment> attachment </attachment> from <contact_name_from> ben </contact_name_from>	search_email
file from lijah to leah with pdfs attachments	EMAILSEARCH	 file  from <contact_name_from> lijah </contact_name_from> to <contact_name_to> leah </contact_name_to> with <attachment_type> pdfs </attachment_type> <attachment> attachments </attachment>	search_email
see attachment	EMAILSEARCH	see <attachment> attachment </attachment>	search_email
files with an attachment from colin	EMAILSEARCH	 files  with an <attachment> attachment </attachment> from <contact_name_from> colin </contact_name_from>	search_email
peter with attachment words	EMAILSEARCH	<contact_name> peter </contact_name> with <attachment> attachment </attachment> <attachment_type> words </attachment_type>	search_email
files ive received with attachments	EMAILSEARCH	 files  ive received with <attachment> attachments </attachment>	search_email
find attachment from christen vcs	EMAILSEARCH	find <attachment> attachment </attachment> from <contact_name_from> christen </contact_name_from> <attachment_type> vcs </attachment_type>	search_email
bring up file from chas shows an attachment	EMAILSEARCH	bring up  file  from <contact_name_from> chas </contact_name_from> shows an <attachment> attachment </attachment>	search_email
find holiday decks attachments from brad	EMAILSEARCH	find <keyword> holiday </keyword> <attachment_type> decks </attachment_type> <attachment> attachments </attachment> from <contact_name_from> brad </contact_name_from>	search_email
find new files from allison with attachments	EMAILSEARCH	find <message_category> new </message_category>  files  from <contact_name_from> allison </contact_name_from> with <attachment> attachments </attachment>	search_email
file with frog vcs attachment	EMAILSEARCH	 file  with <keyword> frog </keyword> <attachment_type> vcs </attachment_type> <attachment> attachment </attachment>	search_email
i need to see file with attachments	EMAILSEARCH	i need to see  file  with <attachment> attachments </attachment>	search_email
files with sheets as attachment	EMAILSEARCH	 files  with <attachment_type> sheets </attachment_type> as <attachment> attachment </attachment>	search_email
attachment file from jake from last month	EMAILSEARCH	<attachment> attachment </attachment>  file  from <contact_name_from> jake </contact_name_from> from <start_date> last month </start_date>	search_email
attachments from idan	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name> idan </contact_name>	search_email
attachments from marco	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> marco </contact_name_from>	search_email
attachment sent xls	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> xls </attachment_type>	search_email
file about piano lesson from paul with attachment	EMAILSEARCH	 file  about <keyword> piano lesson </keyword> from <contact_name_from> paul </contact_name_from> with <attachment> attachment </attachment>	search_email
slides attachment from han zhang	EMAILSEARCH	<attachment_type> slides </attachment_type> <attachment> attachment </attachment> from <contact_name_from> han zhang </contact_name_from>	search_email
file with powerpoint attachment from jack	EMAILSEARCH	 file  with <attachment_type> powerpoint </attachment_type> <attachment> attachment </attachment> from <contact_name_from> jack </contact_name_from>	search_email
look for file with word attachments	EMAILSEARCH	look for  file  with <attachment_type> word </attachment_type> <attachment> attachments </attachment>	search_email
july attachments	EMAILSEARCH	<start_date> july </start_date> <attachment> attachments </attachment>	search_email
tax form file with powerpoints attachment	EMAILSEARCH	<keyword> tax form </keyword>  file  with <attachment_type> powerpoints </attachment_type> <attachment> attachment </attachment>	search_email
files with attachment between september and november about business	EMAILSEARCH	 files  with <attachment> attachment </attachment> between <start_date> september </start_date> and <end_date> november </end_date> about <keyword> business </keyword>	search_email
files from last november to december with attachments	EMAILSEARCH	 files  from <start_date> last november </start_date> to <end_date> december </end_date> with <attachment> attachments </attachment>	search_email
perform a search for files with attachments	EMAILSEARCH	perform a search for  files  with <attachment> attachments </attachment>	search_email
find all files with attachments between june 3rd and june 20th	EMAILSEARCH	find all  files  with <attachment> attachments </attachment> between <start_date> june 3rd </start_date> and <end_date> june 20th </end_date>	search_email
from tim mpt attachments	EMAILSEARCH	from <contact_name_from> tim </contact_name_from> <attachment_type> mpt </attachment_type> <attachment> attachments </attachment>	search_email
messages with andy with attachment	EMAILSEARCH	messages with <contact_name> andy </contact_name> with <attachment> attachment </attachment>	search_email
file receive last march 1 and march 3 with attachment	EMAILSEARCH	 file  receive <start_date> last march 1 </start_date> and <end_date> march 3 </end_date> with <attachment> attachment </attachment>	search_email
attachment file from pam	EMAILSEARCH	<attachment> attachment </attachment>  file  from <contact_name_from> pam </contact_name_from>	search_email
open house file with attachment	EMAILSEARCH	<keyword> open house </keyword>  file  with <attachment> attachment </attachment>	search_email
files with slides attachment from jack	EMAILSEARCH	 files  with <attachment_type> slides </attachment_type> <attachment> attachment </attachment> from <contact_name_from> jack </contact_name_from>	search_email
files receive last march 1 and march 3 with attachment	EMAILSEARCH	 files  receive <start_date> last march 1 </start_date> and <end_date> march 3 </end_date> with <attachment> attachment </attachment>	search_email
show me files from jason with attachments	EMAILSEARCH	show me  files  from <contact_name_from> jason </contact_name_from> with <attachment> attachments </attachment>	search_email
ryan work presentation attachment	EMAILSEARCH	<contact_name> ryan </contact_name> <keyword> work </keyword> <attachment_type> presentation </attachment_type> <attachment> attachment </attachment>	search_email
excel attachment from january	EMAILSEARCH	<attachment_type> excel </attachment_type> <attachment> attachment </attachment> from <start_date> january </start_date>	search_email
mark sent file with attachment yesterday to steven	EMAILSEARCH	<contact_name_from> mark </contact_name_from> sent  file  with <attachment> attachment </attachment> <start_date> yesterday </start_date> to <contact_name_to> steven </contact_name_to>	search_email
dress code files from management with attachments	EMAILSEARCH	<keyword> dress code </keyword>  files  from <contact_name_from> management </contact_name_from> with <attachment> attachments </attachment>	search_email
file received between september 1 and september 15 with attachments	EMAILSEARCH	 file  received between <start_date> september 1 </start_date> and <end_date> september 15 </end_date> with <attachment> attachments </attachment>	search_email
appliances files with attachment	EMAILSEARCH	<keyword> appliances </keyword>  files  with <attachment> attachment </attachment>	search_email
search for file with assignment attachments	EMAILSEARCH	search for  file  with <keyword> assignment </keyword> <attachment> attachments </attachment>	search_email
file from last month that have an attachment	EMAILSEARCH	 file  from <start_date> last month </start_date> that have an <attachment> attachment </attachment>	search_email
arts and crafts files from july 2019 with attachment	EMAILSEARCH	<keyword> arts and crafts </keyword>  files  from <start_date> july 2019 </start_date> with <attachment> attachment </attachment>	search_email
files from dwight kruger with msg attachments	EMAILSEARCH	 files  from <contact_name_from> dwight kruger </contact_name_from> with <attachment_type> msg </attachment_type> <attachment> attachments </attachment>	search_email
files from stacey to carrie with a weather attachment for july	EMAILSEARCH	 files  from <contact_name_from> stacey </contact_name_from> to <contact_name_to> carrie </contact_name_to> with a <keyword> weather </keyword> <attachment> attachment </attachment> for <start_date> july </start_date>	search_email
files with payroll attachment	EMAILSEARCH	 files  with <keyword> payroll </keyword> <attachment> attachment </attachment>	search_email
deck attachments from joshua	EMAILSEARCH	<attachment_type> deck </attachment_type> <attachment> attachments </attachment> from <contact_name_from> joshua </contact_name_from>	search_email
files that has vstx attachments	EMAILSEARCH	 files  that has <attachment_type> vstx </attachment_type> <attachment> attachments </attachment>	search_email
to hilary pptx attachment	EMAILSEARCH	to <contact_name_to> hilary </contact_name_to> <attachment_type> pptx </attachment_type> <attachment> attachment </attachment>	search_email
vssx attachment from ken file	EMAILSEARCH	<attachment_type> vssx </attachment_type> <attachment> attachment </attachment> from <contact_name_from> ken </contact_name_from>  file 	search_email
attachment from work file	EMAILSEARCH	<attachment> attachment </attachment> from <keyword> work </keyword>  file 	search_email
find files from malik with attachments in december	EMAILSEARCH	find  files  from <contact_name_from> malik </contact_name_from> with <attachment> attachments </attachment> in <start_date> december </start_date>	search_email
i need to see files with stovetop attachments	EMAILSEARCH	i need to see  files  with <keyword> stovetop </keyword> <attachment> attachments </attachment>	search_email
files with attachment from jane	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <contact_name_from> jane </contact_name_from>	search_email
all files with attachments	EMAILSEARCH	all  files  with <attachment> attachments </attachment>	search_email
files with youtube vsd attachments between april and may	EMAILSEARCH	 files  with <keyword> youtube </keyword> <attachment_type> vsd </attachment_type> <attachment> attachments </attachment> between <start_date> april </start_date> and <end_date> may </end_date>	search_email
