MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
documents for open houses show attachments	EMAILSEARCH	 documents  for <keyword> open houses </keyword> show <attachment> attachments </attachment>	search_email
file with attachment from cindy from last week	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> cindy </contact_name_from> from <start_date> last week </start_date>	search_email
attachment from mary anne onenote	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> mary anne </contact_name_from> <attachment_type> onenote </attachment_type>	search_email
files from mary to edith about party with attachments	EMAILSEARCH	 files  from <contact_name_from> mary </contact_name_from> to <contact_name_to> edith </contact_name_to> about <keyword> party </keyword> with <attachment> attachments </attachment>	search_email
file attachment from mrjohnson	EMAILSEARCH	 file  <attachment> attachment </attachment> from <contact_name_from> mrjohnson </contact_name_from>	search_email
documents with attachment mindflash	EMAILSEARCH	 documents  with <attachment> attachment </attachment> <keyword> mindflash </keyword>	search_email
file with attachment of worksheet	EMAILSEARCH	 file  with <attachment> attachment </attachment> of <attachment_type> worksheet </attachment_type>	search_email
searching documents from janet containing vsd attachments	EMAILSEARCH	searching  documents  from <contact_name_from> janet </contact_name_from> containing <attachment_type> vsd </attachment_type> <attachment> attachments </attachment>	search_email
find files attachments from jean	EMAILSEARCH	find  files  <attachment> attachments </attachment> from <contact_name_from> jean </contact_name_from>	search_email
document from jason with attachments	EMAILSEARCH	 document  from <contact_name_from> jason </contact_name_from> with <attachment> attachments </attachment>	search_email
document with attachment sent between august and september 2019 about jewelry	EMAILSEARCH	 document  with <attachment> attachment </attachment> sent between <start_date> august </start_date> and <end_date> september 2019 </end_date> about <keyword> jewelry </keyword>	search_email
new schedule change document attachments	EMAILSEARCH	<keyword> new schedule change </keyword>  document  <attachment> attachments </attachment>	search_email
from dapriymicrosoftcom with attachments	EMAILSEARCH	from <contact_name_from> dapriymicrosoftcom </contact_name_from> with <attachment> attachments </attachment>	search_email
new work schedule file from hr with attachment from july	EMAILSEARCH	<keyword> new work schedule </keyword>  file  from <contact_name_from> hr </contact_name_from> with <attachment> attachment </attachment> from <start_date> july </start_date>	search_email
bring up all document that have an attachment	EMAILSEARCH	bring up all  document  that have an <attachment> attachment </attachment>	search_email
all file from hue with attachments please	EMAILSEARCH	all  file  from <contact_name_from> hue </contact_name_from> with <attachment> attachments </attachment> please	search_email
find file from tony with attachment	EMAILSEARCH	find  file  from <contact_name_from> tony </contact_name_from> with <attachment> attachment </attachment>	search_email
document to elvira from october with attachment	EMAILSEARCH	 document  to <contact_name_to> elvira </contact_name_to> from <start_date> october </start_date> with <attachment> attachment </attachment>	search_email
labor day file with attachment and instructions	EMAILSEARCH	<keyword> labor day </keyword>  file  with <attachment> attachment </attachment> and <keyword> instructions </keyword>	search_email
from greg with files attachment on office party	EMAILSEARCH	from <contact_name_from> greg </contact_name_from> with  files  <attachment> attachment </attachment> on <keyword> office party </keyword>	search_email
document with attachment about car pool schedule	EMAILSEARCH	 document  with <attachment> attachment </attachment> about <keyword> car pool schedule </keyword>	search_email
file from terry to mia with attachment	EMAILSEARCH	 file  from <contact_name_from> terry </contact_name_from> to <contact_name_to> mia </contact_name_to> with <attachment> attachment </attachment>	search_email
files about conference with attachment	EMAILSEARCH	 files  about <keyword> conference </keyword> with <attachment> attachment </attachment>	search_email
attachment doc documents	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> doc </attachment_type>  documents 	search_email
documents from jo this week with attachment	EMAILSEARCH	 documents  from <contact_name_from> jo </contact_name_from> <start_date> this week </start_date> with <attachment> attachment </attachment>	search_email
file about office work attachment	EMAILSEARCH	 file  about <keyword> office work </keyword> <attachment> attachment </attachment>	search_email
documents that has an attachment and is from gale	EMAILSEARCH	 documents  that has an <attachment> attachment </attachment> and is from <contact_name_from> gale </contact_name_from>	search_email
attachment documents from pipa	EMAILSEARCH	<attachment> attachment </attachment>  documents  from <contact_name_from> pipa </contact_name_from>	search_email
attachments from sudiana	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> sudiana </contact_name_from>	search_email
locate document with data sweep attachment	EMAILSEARCH	locate  document  with <keyword> data sweep </keyword> <attachment> attachment </attachment>	search_email
new work schedule documents from hr with attachment from july	EMAILSEARCH	<keyword> new work schedule </keyword>  documents  from <contact_name_from> hr </contact_name_from> with <attachment> attachment </attachment> from <start_date> july </start_date>	search_email
bring up files with mpp attachments	EMAILSEARCH	bring up  files  with <attachment_type> mpp </attachment_type> <attachment> attachments </attachment>	search_email
files with attachment for emi and stacey	EMAILSEARCH	 files  with <attachment> attachment </attachment> for <contact_name> emi </contact_name> and <contact_name> stacey </contact_name>	search_email
document bout birthday on march 2nd with attachment	EMAILSEARCH	 document  bout <keyword> birthday </keyword> on <start_date> march 2nd </start_date> with <attachment> attachment </attachment>	search_email
attachments from dj	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> dj </contact_name_from>	search_email
find file attachments	EMAILSEARCH	find  file  <attachment> attachments </attachment>	search_email
file from sapna with multiple attachments	EMAILSEARCH	 file  from <contact_name_from> sapna </contact_name_from> with <keyword> multiple </keyword> <attachment> attachments </attachment>	search_email
documents but only if they have an attachment	EMAILSEARCH	 documents  but only if they have an <attachment> attachment </attachment>	search_email
search for file with attachments	EMAILSEARCH	search for  file  with <attachment> attachments </attachment>	search_email
jacob files with attachment	EMAILSEARCH	<contact_name> jacob </contact_name>  files  with <attachment> attachment </attachment>	search_email
attachments from marco	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> marco </contact_name_from>	search_email
look for documents received from connor with a sheet attachment	EMAILSEARCH	look for  documents  received from <contact_name_from> connor </contact_name_from> with a <attachment_type> sheet </attachment_type> <attachment> attachment </attachment>	search_email
attachments in file	EMAILSEARCH	<attachment> attachments </attachment> in  file 	search_email
files for march hiking trip with attachments	EMAILSEARCH	 files  for <keyword> march hiking trip </keyword> with <attachment> attachments </attachment>	search_email
show document with csv attachments from marie	EMAILSEARCH	show  document  with <attachment_type> csv </attachment_type> <attachment> attachments </attachment> from <contact_name_from> marie </contact_name_from>	search_email
show all documents with attachments from january	EMAILSEARCH	show all  documents  with <attachment> attachments </attachment> from <start_date> january </start_date>	search_email
vacation file with attachments between february and june	EMAILSEARCH	<keyword> vacation </keyword>  file  with <attachment> attachments </attachment> between <start_date> february </start_date> and <end_date> june </end_date>	search_email
files about dogs on march 5th and 6th with an attachment	EMAILSEARCH	 files  about <keyword> dogs </keyword> on <start_date> march 5th </start_date> and <end_date> 6th </end_date> with an <attachment> attachment </attachment>	search_email
show me document from chad with attachments	EMAILSEARCH	show me  document  from <contact_name_from> chad </contact_name_from> with <attachment> attachments </attachment>	search_email
view file with docs attachments sent to amanda	EMAILSEARCH	view  file  with <attachment_type> docs </attachment_type> <attachment> attachments </attachment> sent to <contact_name_to> amanda </contact_name_to>	search_email
document from michele have attachments	EMAILSEARCH	 document  from <contact_name_from> michele </contact_name_from> have <attachment> attachments </attachment>	search_email
he files from jose with attachments	EMAILSEARCH	he  files  from <contact_name_from> jose </contact_name_from> with <attachment> attachments </attachment>	search_email
show me most recent attachments sent by zachary james	EMAILSEARCH	show me most <order_ref> recent </order_ref> <attachment> attachments </attachment> sent by <contact_name_from> zachary james </contact_name_from>	search_email
attachment file from jake from last month	EMAILSEARCH	<attachment> attachment </attachment>  file  from <contact_name_from> jake </contact_name_from> from <start_date> last month </start_date>	search_email
vssm was included on attachment	EMAILSEARCH	<attachment_type> vssm </attachment_type> was included on <attachment> attachment </attachment>	search_email
from gayatri with attachment	EMAILSEARCH	from <contact_name_from> gayatri </contact_name_from> with <attachment> attachment </attachment>	search_email
december files with vssx attachment	EMAILSEARCH	<start_date> december </start_date>  files  with <attachment_type> vssx </attachment_type> <attachment> attachment </attachment>	search_email
files received between september 1 and september 15 with attachments	EMAILSEARCH	 files  received between <start_date> september 1 </start_date> and <end_date> september 15 </end_date> with <attachment> attachments </attachment>	search_email
tim with vstm attachments	EMAILSEARCH	<contact_name> tim </contact_name> with <attachment_type> vstm </attachment_type> <attachment> attachments </attachment>	search_email
document with attachments between january and march	EMAILSEARCH	 document  with <attachment> attachments </attachment> between <start_date> january </start_date> and <end_date> march </end_date>	search_email
file from rich with attachments	EMAILSEARCH	 file  from <contact_name_from> rich </contact_name_from> with <attachment> attachments </attachment>	search_email
files sent between july 2015 and june 2016 from mary to edith with attachments about mr pamuke	EMAILSEARCH	 files  sent between <start_date> july 2015 </start_date> and <end_date> june 2016 </end_date> from <contact_name_from> mary </contact_name_from> to <contact_name_to> edith </contact_name_to> with <attachment> attachments </attachment> about <keyword> mr pamuke </keyword>	search_email
look for purchase order attachments in file	EMAILSEARCH	look for <keyword> purchase order </keyword> <attachment> attachments </attachment> in  file 	search_email
documents from anna to bates about engagement with vsd attachments from june 2015	EMAILSEARCH	 documents  from <contact_name_from> anna </contact_name_from> to <contact_name_to> bates </contact_name_to> about <keyword> engagement </keyword> with <attachment_type> vsd </attachment_type> <attachment> attachments </attachment> from <start_date> june 2015 </start_date>	search_email
attachment from mary anne spreadsheet	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> mary anne </contact_name_from> <attachment_type> spreadsheet </attachment_type>	search_email
georgettes documents from january with attachment	EMAILSEARCH	<contact_name> georgette </contact_name> s  documents  from <contact_name_from> january </contact_name_from> with <attachment> attachment </attachment>	search_email
steve vsdx attachments	EMAILSEARCH	<contact_name> steve </contact_name> <attachment_type> vsdx </attachment_type> <attachment> attachments </attachment>	search_email
file with attachment between january 9 and january 16	EMAILSEARCH	 file  with <attachment> attachment </attachment> between <start_date> january 9 </start_date> and <end_date> january 16 </end_date>	search_email
jermaines files from last week with attachment	EMAILSEARCH	<contact_name> jermaine </contact_name> s  files  from <start_date> last week </start_date> with <attachment> attachment </attachment>	search_email
document from ana with attachments	EMAILSEARCH	 document  from <contact_name_from> ana </contact_name_from> with <attachment> attachments </attachment>	search_email
files in which jonathan gave attachment	EMAILSEARCH	 files  in which <contact_name> jonathan </contact_name> gave <attachment> attachment </attachment>	search_email
give me file with pptx attachments	EMAILSEARCH	give me  file  with <attachment_type> pptx </attachment_type> <attachment> attachments </attachment>	search_email
organize mailbox to show file with attachments	EMAILSEARCH	<keyword> organize mailbox </keyword> to show  file  with <attachment> attachments </attachment>	search_email
i need to view documents from jay with attachment	EMAILSEARCH	i need to view  documents  from <contact_name_from> jay </contact_name_from> with <attachment> attachment </attachment>	search_email
powerpoint attachments from john	EMAILSEARCH	<attachment_type> powerpoint </attachment_type> <attachment> attachments </attachment> from <contact_name_from> john </contact_name_from>	search_email
documents from greg to vanessa about teaching with attachment	EMAILSEARCH	 documents  from <contact_name_from> greg </contact_name_from> to <contact_name_to> vanessa </contact_name_to> about <keyword> teaching </keyword> with <attachment> attachment </attachment>	search_email
open file from sarah containing attachment	EMAILSEARCH	open  file  from <contact_name_from> sarah </contact_name_from> containing <attachment> attachment </attachment>	search_email
google attachments from tim	EMAILSEARCH	<keyword> google </keyword> <attachment> attachments </attachment> from <contact_name_from> tim </contact_name_from>	search_email
attachment document from goku sheets	EMAILSEARCH	<attachment> attachment </attachment>  document  from <contact_name_from> goku </contact_name_from> <attachment_type> sheets </attachment_type>	search_email
document regarding health issues with attachment	EMAILSEARCH	 document  regarding <keyword> health issues </keyword> with <attachment> attachment </attachment>	search_email
files from february with an attachment	EMAILSEARCH	 files  from <start_date> february </start_date> with an <attachment> attachment </attachment>	search_email
files from greg to vanessa about teaching with attachment	EMAILSEARCH	 files  from <contact_name_from> greg </contact_name_from> to <contact_name_to> vanessa </contact_name_to> about <keyword> teaching </keyword> with <attachment> attachment </attachment>	search_email
pull up document with attachment	EMAILSEARCH	pull up  document  with <attachment> attachment </attachment>	search_email
locate documents with attachments between december 3rd and december 12th	EMAILSEARCH	locate  documents  with <attachment> attachments </attachment> between <start_date> december 3rd </start_date> and <end_date> december 12th </end_date>	search_email
show me documents from documents with word	EMAILSEARCH	show me  documents  from  documents  with <attachment_type> word </attachment_type>	search_email
files from roman with attachment about musical	EMAILSEARCH	 files  from <contact_name_from> roman </contact_name_from> with <attachment> attachment </attachment> about <keyword> musical </keyword>	search_email
jasons document with attachment from last monday	EMAILSEARCH	<contact_name> jason </contact_name> s  document  with <attachment> attachment </attachment> from <start_date> last monday </start_date>	search_email
attachments from past five weeks	EMAILSEARCH	<attachment> attachments </attachment> from <start_date> past five weeks </start_date>	search_email
office documents with attachment	EMAILSEARCH	<keyword> office </keyword>  documents  with <attachment> attachment </attachment>	search_email
stacey hot chocolate pastry sent to file csv attachment	EMAILSEARCH	<keyword> stacey hot chocolate pastry </keyword> sent to  file  <attachment_type> csv </attachment_type> <attachment> attachment </attachment>	search_email
file received from dana with attachments	EMAILSEARCH	 file  received from <contact_name_from> dana </contact_name_from> with <attachment> attachments </attachment>	search_email
documents about bears with attachment	EMAILSEARCH	 documents  about <keyword> bears </keyword> with <attachment> attachment </attachment>	search_email
document from john with vssx attachments	EMAILSEARCH	 document  from <contact_name_from> john </contact_name_from> with <attachment_type> vssx </attachment_type> <attachment> attachments </attachment>	search_email
find all documents to reggie with any attachments	EMAILSEARCH	find all  documents  to <contact_name_to> reggie </contact_name_to> with any <attachment> attachments </attachment>	search_email
ppt attachment girls trip	EMAILSEARCH	<attachment_type> ppt </attachment_type> <attachment> attachment </attachment> <keyword> girls trip </keyword>	search_email
documents from laura to mark with attachments	EMAILSEARCH	 documents  from <contact_name_from> laura </contact_name_from> to <contact_name_to> mark </contact_name_to> with <attachment> attachments </attachment>	search_email
files from someone with attachment	EMAILSEARCH	 files  from someone with <attachment> attachment </attachment>	search_email
halloween documents with attachment from sydney to luke	EMAILSEARCH	<keyword> halloween </keyword>  documents  with <attachment> attachment </attachment> from <contact_name_from> sydney </contact_name_from> to <contact_name_to> luke </contact_name_to>	search_email
from john pdfs attachments	EMAILSEARCH	from <contact_name_from> john </contact_name_from> <attachment_type> pdfs </attachment_type> <attachment> attachments </attachment>	search_email
attachment with vss	EMAILSEARCH	<attachment> attachment </attachment> with <attachment_type> vss </attachment_type>	search_email
i want to see files with attachments	EMAILSEARCH	i want to see  files  with <attachment> attachments </attachment>	search_email
show document that were sent with an attachment to mary	EMAILSEARCH	show  document  that were sent with an <attachment> attachment </attachment> to <contact_name_to> mary </contact_name_to>	search_email
slides hasattachmentstrue	EMAILSEARCH	<attachment_type> slides </attachment_type> hasattachmentstrue	search_email
pdf attachment	EMAILSEARCH	<attachment_type> pdf </attachment_type> <attachment> attachment </attachment>	search_email
file with attachments from january 1 through march 3	EMAILSEARCH	 file  with <attachment> attachments </attachment> from <start_date> january 1 </start_date> through <end_date> march 3 </end_date>	search_email
file dated in november with attachments	EMAILSEARCH	 file  dated in <start_date> november </start_date> with <attachment> attachments </attachment>	search_email
show me documents from documents with ics	EMAILSEARCH	show me  documents  from  documents  with <attachment_type> ics </attachment_type>	search_email
documents from aria with attachments	EMAILSEARCH	 documents  from <contact_name_from> aria </contact_name_from> with <attachment> attachments </attachment>	search_email
document from idan with attachment	EMAILSEARCH	 document  from <contact_name_from> idan </contact_name_from> with <attachment> attachment </attachment>	search_email
look up document from walter to vera with quarterly report attachment	EMAILSEARCH	look up  document  from <contact_name_from> walter </contact_name_from> to <contact_name_to> vera </contact_name_to> with <keyword> quarterly report </keyword> <attachment> attachment </attachment>	search_email
documents with attachment on video	EMAILSEARCH	 documents  with <attachment> attachment </attachment> on <keyword> video </keyword>	search_email
live well 365 document with attachment	EMAILSEARCH	<keyword> live well 365 </keyword>  document  with <attachment> attachment </attachment>	search_email
file to lucas with attachment	EMAILSEARCH	 file  to <contact_name_to> lucas </contact_name_to> with <attachment> attachment </attachment>	search_email
company documents with attachment from june	EMAILSEARCH	<keyword> company </keyword>  documents  with <attachment> attachment </attachment> from <start_date> june </start_date>	search_email
documents with attachment on bears	EMAILSEARCH	 documents  with <attachment> attachment </attachment> on <keyword> bears </keyword>	search_email
attachments was sent my director though file	EMAILSEARCH	<attachment> attachments </attachment> was sent <relationship_name> my director </relationship_name> though  file 	search_email
attachment in an file	EMAILSEARCH	<attachment> attachment </attachment> in an  file 	search_email
files attachment with office party	EMAILSEARCH	 files  <attachment> attachment </attachment> with <keyword> office party </keyword>	search_email
locate file with data sweep attachment	EMAILSEARCH	locate  file  with <keyword> data sweep </keyword> <attachment> attachment </attachment>	search_email
documents with attachments from linda about work schedule	EMAILSEARCH	 documents  with <attachment> attachments </attachment> from <contact_name_from> linda </contact_name_from> about <keyword> work schedule </keyword>	search_email
look in documents for compliance review attachments	EMAILSEARCH	look in  documents  for <keyword> compliance review </keyword> <attachment> attachments </attachment>	search_email
files received between march 1 and march 15 with attachments	EMAILSEARCH	 files  received between <start_date> march 1 </start_date> and <end_date> march 15 </end_date> with <attachment> attachments </attachment>	search_email
birthday documents with attachments between july and august 2018	EMAILSEARCH	<keyword> birthday </keyword>  documents  with <attachment> attachments </attachment> between <start_date> july </start_date> and <end_date> august 2018 </end_date>	search_email
files messages that have attachments	EMAILSEARCH	 files  messages that have <attachment> attachments </attachment>	search_email
documents sent from ana to rigel 7005 booking group with attachments	EMAILSEARCH	 documents  sent from <contact_name_from> ana </contact_name_from> to <contact_name_to> rigel 7005 booking group </contact_name_to> with <attachment> attachments </attachment>	search_email
monthly statement file received last month with attachments	EMAILSEARCH	<keyword> monthly statement </keyword>  file  received <start_date> last month </start_date> with <attachment> attachments </attachment>	search_email
file about big dig with attachment	EMAILSEARCH	 file  about <keyword> big dig </keyword> with <attachment> attachment </attachment>	search_email
funny cat tsv attachment in files	EMAILSEARCH	<keyword> funny cat </keyword> <attachment_type> tsv </attachment_type> <attachment> attachment </attachment> in  files 	search_email
attachment to document from ben	EMAILSEARCH	<attachment> attachment </attachment> to  document  from <contact_name_from> ben </contact_name_from>	search_email
files with attachment that relate to available job openings	EMAILSEARCH	 files  with <attachment> attachment </attachment> that relate to <keyword> available job openings </keyword>	search_email
from lia decks attachment	EMAILSEARCH	from <contact_name_from> lia </contact_name_from> <attachment_type> decks </attachment_type> <attachment> attachment </attachment>	search_email
files from january through march that have attachments	EMAILSEARCH	 files  from <start_date> january </start_date> through <end_date> march </end_date> that have <attachment> attachments </attachment>	search_email
search for files with attachments	EMAILSEARCH	search for  files  with <attachment> attachments </attachment>	search_email
documents with powerpoints attachments	EMAILSEARCH	 documents  with <attachment_type> powerpoints </attachment_type> <attachment> attachments </attachment>	search_email
file i sent that has an attachment	EMAILSEARCH	 file  i sent that has an <attachment> attachment </attachment>	search_email
view june document with attachments	EMAILSEARCH	view <start_date> june </start_date>  document  with <attachment> attachments </attachment>	search_email
file with attachment between september and november about business	EMAILSEARCH	 file  with <attachment> attachment </attachment> between <start_date> september </start_date> and <end_date> november </end_date> about <keyword> business </keyword>	search_email
find word attachment	EMAILSEARCH	find <attachment_type> word </attachment_type> <attachment> attachment </attachment>	search_email
look for file with docs attachments	EMAILSEARCH	look for  file  with <attachment_type> docs </attachment_type> <attachment> attachments </attachment>	search_email
documents from bob to john with attachments last year	EMAILSEARCH	 documents  from <contact_name_from> bob </contact_name_from> to <contact_name_to> john </contact_name_to> with <attachment> attachments </attachment> <start_date> last year </start_date>	search_email
find documents for powerpoint attachments	EMAILSEARCH	find  documents  for <attachment_type> powerpoint </attachment_type> <attachment> attachments </attachment>	search_email
from jessie attachment	EMAILSEARCH	from <contact_name_from> jessie </contact_name_from> <attachment> attachment </attachment>	search_email
document from jim including an attachment	EMAILSEARCH	 document  from <contact_name_from> jim </contact_name_from> including an <attachment> attachment </attachment>	search_email
files from robert with attachments	EMAILSEARCH	 files  from <contact_name_from> robert </contact_name_from> with <attachment> attachments </attachment>	search_email
documents from saturday with attachment	EMAILSEARCH	 documents  from <start_date> saturday </start_date> with <attachment> attachment </attachment>	search_email
documents about zoning law attachment	EMAILSEARCH	 documents  about <keyword> zoning law </keyword> <attachment> attachment </attachment>	search_email
let me see lauras file that has pptx attachment	EMAILSEARCH	let me see <contact_name> laura </contact_name> s  file  that has <attachment_type> pptx </attachment_type> <attachment> attachment </attachment>	search_email
document in july with fireworks attachment	EMAILSEARCH	 document  in <start_date> july </start_date> with <keyword> fireworks </keyword> <attachment> attachment </attachment>	search_email
file to jimmy and nate with attachment	EMAILSEARCH	 file  to <contact_name_to> jimmy </contact_name_to> and <contact_name_to> nate </contact_name_to> with <attachment> attachment </attachment>	search_email
searching documents from janet containing mpt attachments	EMAILSEARCH	searching  documents  from <contact_name_from> janet </contact_name_from> containing <attachment_type> mpt </attachment_type> <attachment> attachments </attachment>	search_email
show me attachment pdfs with tim	EMAILSEARCH	show me <attachment> attachment </attachment> <attachment_type> pdfs </attachment_type> with <contact_name> tim </contact_name>	search_email
document with surgeon update mpt attachment	EMAILSEARCH	 document  with <keyword> surgeon update </keyword> <attachment_type> mpt </attachment_type> <attachment> attachment </attachment>	search_email
vinces documents  to me on february 22 2019 with attachments	EMAILSEARCH	<contact_name_from> vince </contact_name_from> s  documents  to <relationship_name_to> me </relationship_name_to> on <start_date> february 22 2019 </start_date> with <attachment> attachments </attachment>	search_email
show me my files that have dog food attachments linked	EMAILSEARCH	show me my  files  that have <keyword> dog food </keyword> <attachment> attachments </attachment> linked	search_email
jos document with attachments	EMAILSEARCH	<contact_name_from> jo </contact_name_from> s  document  with <attachment> attachments </attachment>	search_email
documents from michael with attachment about work	EMAILSEARCH	 documents  from <contact_name_from> michael </contact_name_from> with <attachment> attachment </attachment> about <keyword> work </keyword>	search_email
documents received in january with insurance attachment	EMAILSEARCH	 documents  received in <start_date> january </start_date> with <keyword> insurance </keyword> <attachment> attachment </attachment>	search_email
file that have credit card expense attachments	EMAILSEARCH	 file  that have <keyword> credit card expense </keyword> <attachment> attachments </attachment>	search_email
file from eka sofia with attachment	EMAILSEARCH	 file  from <contact_name_from> eka sofia </contact_name_from> with <attachment> attachment </attachment>	search_email
files about renovation project from michael with attachment	EMAILSEARCH	 files  about <keyword> renovation project </keyword> from <contact_name_from> michael </contact_name_from> with <attachment> attachment </attachment>	search_email
show document with mpp attachments from marie	EMAILSEARCH	show  document  with <attachment_type> mpp </attachment_type> <attachment> attachments </attachment> from <contact_name_from> marie </contact_name_from>	search_email
sent to joe with pdf attachments	EMAILSEARCH	sent to <contact_name_to> joe </contact_name_to> with <attachment_type> pdf </attachment_type> <attachment> attachments </attachment>	search_email
search for files with attachments about sales	EMAILSEARCH	search for  files  with <attachment> attachments </attachment> about <keyword> sales </keyword>	search_email
files containing attachments	EMAILSEARCH	 files  containing <attachment> attachments </attachment>	search_email
christophers documents from march with attachments	EMAILSEARCH	<contact_name> christopher </contact_name> s  documents  from <start_date> march </start_date> with <attachment> attachments </attachment>	search_email
find me an documents from barb that included an attachment	EMAILSEARCH	find me an  documents  from <contact_name_from> barb </contact_name_from> that included an <attachment> attachment </attachment>	search_email
only file s that have attachments	EMAILSEARCH	<emailsearch_other> only </emailsearch_other>  file  s that have <attachment> attachments </attachment>	search_email
files sent from shwetambari recently with attachment	EMAILSEARCH	 files  sent from <contact_name_from> shwetambari </contact_name_from> <attachment> recently </attachment> with <attachment> attachment </attachment>	search_email
file about second amendment to mike adams with attachment	EMAILSEARCH	 file  about <keyword> second amendment </keyword> to <contact_name_to> mike adams </contact_name_to> with <attachment> attachment </attachment>	search_email
tennis document with attachment	EMAILSEARCH	<keyword> tennis </keyword>  document  with <attachment> attachment </attachment>	search_email
slide sent attachments	EMAILSEARCH	<attachment_type> slide </attachment_type> sent <attachment> attachments </attachment>	search_email
file to stacy with attachment	EMAILSEARCH	 file  to <contact_name_to> stacy </contact_name_to> with <attachment> attachment </attachment>	search_email
msg attachments sent to jim	EMAILSEARCH	<attachment_type> msg </attachment_type> <attachment> attachments </attachment> sent to <contact_name_to> jim </contact_name_to>	search_email
mb assignment file from gayatri with vsdm attachments	EMAILSEARCH	<keyword> mb assignment </keyword>  file  from <contact_name_from> gayatri </contact_name_from> with <attachment_type> vsdm </attachment_type> <attachment> attachments </attachment>	search_email
receive some attachment between 1 to 2 in afternoon	EMAILSEARCH	receive some <attachment> attachment </attachment> between <start_time> 1 </start_time> to <end_time> 2 in afternoon </end_time>	search_email
november documents with attachments	EMAILSEARCH	<start_date> november </start_date>  documents  with <attachment> attachments </attachment>	search_email
attachments file	EMAILSEARCH	<attachment> attachments </attachment>  file 	search_email
files from colin with an attachment	EMAILSEARCH	 files  from <contact_name_from> colin </contact_name_from> with an <attachment> attachment </attachment>	search_email
document with attachment on music	EMAILSEARCH	 document  with <attachment> attachment </attachment> on <keyword> music </keyword>	search_email
documents from greg with attachment	EMAILSEARCH	 documents  from <contact_name_from> greg </contact_name_from> with <attachment> attachment </attachment>	search_email
document with xlsx attachment from april	EMAILSEARCH	 document  with <attachment_type> xlsx </attachment_type> <attachment> attachment </attachment> from <start_date> april </start_date>	search_email
show me connor attachments with onenote	EMAILSEARCH	show me <keyword> connor </keyword> <attachment> attachments </attachment> with <attachment_type> onenote </attachment_type>	search_email
april 2019 files with attachments	EMAILSEARCH	<start_date> april 2019 </start_date>  files  with <attachment> attachments </attachment>	search_email
show me documents from sonia with vssx attachments	EMAILSEARCH	show me  documents  from <contact_name_from> sonia </contact_name_from> with <attachment_type> vssx </attachment_type> attachments	search_email
i want to see document with an attachment from cale	EMAILSEARCH	i want to see  document  with an <attachment> attachment </attachment> from <contact_name_from> cale </contact_name_from>	search_email
williams files with docs attachment	EMAILSEARCH	<contact_name> williams </contact_name>  files  with <attachment_type> docs </attachment_type> <attachment> attachment </attachment>	search_email
files with attachment on dancing	EMAILSEARCH	 files  with <attachment> attachment </attachment> on <keyword> dancing </keyword>	search_email
document with program attachment	EMAILSEARCH	 document  with <keyword> program </keyword> <attachment> attachment </attachment>	search_email
files sent with an attachment	EMAILSEARCH	 files  sent with an <attachment> attachment </attachment>	search_email
presentations attachments from last week	EMAILSEARCH	<attachment_type> presentations </attachment_type> <attachment> attachments </attachment> from <start_date> last week </start_date>	search_email
file sent to john with vssx attachment	EMAILSEARCH	 file  sent to <contact_name_to> john </contact_name_to> with <attachment_type> vssx </attachment_type> <attachment> attachment </attachment>	search_email
mb assignment documents from gayatri with msg attachments	EMAILSEARCH	<keyword> mb assignment </keyword>  documents  from <contact_name_from> gayatri </contact_name_from> with <attachment_type> msg </attachment_type> <attachment> attachments </attachment>	search_email
documents sent from anna three weeks ago with attachment	EMAILSEARCH	 documents  sent from <contact_name_from> anna </contact_name_from> <start_date> three weeks ago </start_date> with <attachment> attachment </attachment>	search_email
bring up document from chas shows an attachment	EMAILSEARCH	bring up  document  from <contact_name_from> chas </contact_name_from> shows an <attachment> attachment </attachment>	search_email
repair furnace diagram attachment document	EMAILSEARCH	<keyword> repair furnace diagram </keyword> <attachment> attachment </attachment>  document 	search_email
document with vst attachment from jack	EMAILSEARCH	 document  with <attachment_type> vst </attachment_type> <attachment> attachment </attachment> from <contact_name_from> jack </contact_name_from>	search_email
look at attachments in documents	EMAILSEARCH	look at <attachment> attachments </attachment> in  documents 	search_email
find attachments in my documents	EMAILSEARCH	find <attachment> attachments </attachment> in my  documents 	search_email
show my files with attachments	EMAILSEARCH	show my  files  with <attachment> attachments </attachment>	search_email
document containing vdw attachment	EMAILSEARCH	 document  containing <attachment_type> vdw </attachment_type> <attachment> attachment </attachment>	search_email
document having attachments from salva	EMAILSEARCH	 document  having <attachment> attachments </attachment> from <contact_name_from> salva </contact_name_from>	search_email
attachment to juan	EMAILSEARCH	<attachment> attachment </attachment> to <contact_name_to> juan </contact_name_to>	search_email
document with office attachment	EMAILSEARCH	 document  with <keyword> office </keyword> <attachment> attachment </attachment>	search_email
i recive file attachments in july	EMAILSEARCH	i recive  file  <attachment> attachments </attachment> in <start_date> july </start_date>	search_email
