ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	ImplicitConstraints
MSB_Bookaroomat1pmforanhour	0		user	Book a room at 1pm for an hour	CALENDAR	find_meeting_room	Book a room at <start_time> 1pm </start_time> for <duration> an hour </duration>	[{"slot_name":"start_time","slot_value":"1pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T13\">1 pm</TIMEX3>"}},{"slot_name":"duration","slot_value":"an hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">an hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomat3PM	0		user	Book a room at 3 PM	CALENDAR	find_meeting_room	Book a room at <start_time> 3 PM </start_time>	[{"slot_name":"start_time","slot_value":"3 PM","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T15\">3 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Findaroomat3PM	0		user	Find a room at 3 PM	CALENDAR	find_meeting_room	Find a room at <start_time> 3 PM </start_time>	[{"slot_name":"start_time","slot_value":"3 PM","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T15\">3 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Meetingroomat4	0		user	Meeting room at 4	CALENDAR	find_meeting_room	Meeting room at <start_time> 4 </start_time>	[{"slot_name":"start_time","slot_value":"4","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T04\" comment=\"ampm\">4</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomfor30minutesonMonday	0		user	Book a room for 30 minutes on Monday	CALENDAR	find_meeting_room	Book a room for <duration> 30 minutes </duration> on <start_date> Monday </start_date>	[{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}},{"slot_name":"start_date","slot_value":"Monday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-1\">monday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Findameetingroomfor2hoursonnextFriday	0		user	Find a meeting room for 2 hours on next Friday	CALENDAR	find_meeting_room	Find a meeting room for <duration> 2 hours </duration> on <start_date> next Friday </start_date>	[{"slot_name":"duration","slot_value":"2 hours","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT2H\">2 hours</TIMEX3>"}},{"slot_name":"start_date","slot_value":"next Friday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-12\">next friday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomfor30minon15thMarch	0		user	Book a room for 30 min on 15th March	CALENDAR	find_meeting_room	Book a room for <duration> 30 min </duration> on <start_date> 15th March </start_date>	[{"slot_name":"duration","slot_value":"30 min","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 min</TIMEX3>"}},{"slot_name":"start_date","slot_value":"15th March","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-03-15\">15th march</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Findameetingroomon14thforanhour	0		user	Find a meeting room on 14th for an hour	CALENDAR	find_meeting_room	Find a meeting room on <start_date> 14th </start_date> for <duration> an hour </duration>	[{"slot_name":"start_date","slot_value":"14th","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-XX-14\">14th</TIMEX3>"}},{"slot_name":"duration","slot_value":"an hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">an hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Book6-134for30minutesat2pm	0		user	Book 6-134 for 30 minutes at 2pm	CALENDAR	find_meeting_room	Book <meeting_room> 6-134 </meeting_room> for <duration> 30 minutes </duration> at <start_time> 2pm </start_time>	[{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}},{"slot_name":"start_time","slot_value":"2pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T14\">2 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomon6thfloor	0		user	Book a room on 6th floor	CALENDAR	find_meeting_room	Book a room on <implicit_location> 6th floor </implicit_location>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_BookarooominCCP	0		user	Book a room in CCP	CALENDAR	find_meeting_room	Book a room in <implicit_location> CCP </implicit_location>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomat1pmon6thfloor	0		user	Book a room at 1pm on 6th floor	CALENDAR	find_meeting_room	Book a room at <start_time> 1pm </start_time> on <implicit_location> 6th floor </implicit_location>	[{"slot_name":"start_time","slot_value":"1pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T13\">1 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomat1pminCityCenter	0		user	Book a room at 1pm in City Center	CALENDAR	find_meeting_room	Book a room at <start_time> 1pm </start_time> in <implicit_location> City Center </implicit_location>	[{"slot_name":"start_time","slot_value":"1pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T13\">1 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomat1pmfor10people	0		user	Book a room at 1pm for 10 people	CALENDAR	find_meeting_room	Book a room at <start_time> 1pm </start_time> for <quantity> 10 </quantity> people	[{"slot_name":"start_time","slot_value":"1pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T13\">1 pm</TIMEX3>"}},{"slot_name":"quantity","slot_value":"10","meta_data":{"CanonicalEntity":"10"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Block30minutesinaroomnowwithprojector	0		user	Block 30 minutes in a room now with projector	CALENDAR	find_meeting_room	Block <duration> 30 minutes </duration> in a room <start_time> now </start_time> with projector	[{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}},{"slot_name":"start_time","slot_value":"now","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"PRESENT_REF\">now</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_BookaroomwithTonyat1pmfor30minutes	0		user	Book a room with Tony at 1pm for 30 minutes	CALENDAR	find_meeting_room	Book a room with <contact_name> Tony </contact_name> at <start_time> 1pm </start_time> for <duration> 30 minutes </duration>	[{"slot_name":"start_time","slot_value":"1pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T13\">1 pm</TIMEX3>"}},{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Findaroomnow	0		user	Find a room now	CALENDAR	find_meeting_room	Find a room <start_time> now </start_time>	[{"slot_name":"start_time","slot_value":"now","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"PRESENT_REF\">now</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_001	0		user	Find a room now	CALENDAR	find_meeting_room	Find a room <start_time>now</start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_002	0		user	Find a room at 3:30pm	CALENDAR	find_meeting_room	Find a room at <start_time>3:30pm</start_time>	[{"slot_name":"start_time","slot_value":"3:30pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T15:30\">3:30 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_003	0		user	Book a room at 10 am	CALENDAR	find_meeting_room	Book a room at <start_time>10 am</start_time>	[{"slot_name":"start_time","slot_value":"10 am","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T10\">10 am</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_004	0		user	Find a room on 15th December	CALENDAR	find_meeting_room	Find a room on <start_date>15th December</start_date>	[{"slot_name":"start_date","slot_value":"15th December","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-12-15\">15th december</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_005	0		user	Find a room for 1 hour	CALENDAR	find_meeting_room	Find a room for <duration>1 hour</duration>	[{"slot_name":"duration","slot_value":"1 hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">1 hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_006	0		user	Find a room tomorrow at 5:30 pm	CALENDAR	find_meeting_room	Find a room <start_date>tomorrow</start_date> at <start_time>5:30 pm</start_time>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}},{"slot_name":"start_time","slot_value":"5:30 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T17:30\">5:30 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_007	0		user	Find a room tomorrow for 30 minutes	CALENDAR	find_meeting_room	Find a room <start_date>tomorrow</start_date> for <duration>30 minutes</duration>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}},{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_008	0		user	Find a room at 2:30 pm for 1 hour	CALENDAR	find_meeting_room	Find a room at <start_time>2:30 pm</start_time> for <duration>1 hour</duration>	[{"slot_name":"start_time","slot_value":"2:30 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T14:30\">2:30 pm</TIMEX3>"}},{"slot_name":"duration","slot_value":"1 hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">1 hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_009	0		user	Book a room on 14th December at 12 noon for 1 hour	CALENDAR	find_meeting_room	Book a room on <start_date>14th December</start_date> at <start_time>12 noon</start_time> for <duration>1 hour</duration>	[{"slot_name":"start_date","slot_value":"14th December","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-12-14\">14th december</TIMEX3>"}},{"slot_name":"start_time","slot_value":"12 noon","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T12\">12 noon</TIMEX3>"}},{"slot_name":"duration","slot_value":"1 hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">1 hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_010	0		user	Find a room for 10 people	CALENDAR	find_meeting_room	Find a room for <quantity> 10 </quantity> people	[{"slot_name":"quantity","slot_value":"10","meta_data":{"CanonicalEntity":"10"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_011	0		user	Find a room on 8th floor	CALENDAR	find_meeting_room	Find a room on <implicit_location> 8th floor </implicit_location>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_012	0		user	Find a room with a projector	CALENDAR	find_meeting_room	Find a room with a projector		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
FindRoom_013	0		user	Find a room with av facility	CALENDAR	find_meeting_room	Find a room with av facility		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
BUG_2167466_001	0		user	book a room for Nov 6	CALENDAR	find_meeting_room	book a room for <start_date> Nov 6 </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
BUG_2167466_002	0		user	book a room for 11/6	CALENDAR	find_meeting_room	book a room for <start_date> 11/6 </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Feature_2265496_001	0		user	show me my next meeting	CALENDAR	find_calendar_entry	show me my <start_time> next </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_000	0		user	What do I have tomorrow morning	CALENDAR	find_calendar_entry	What do I have <start_date> tomorrow </start_date> <start_time> morning </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_001	0		user	What do I have tomorrow morning?	CALENDAR	find_calendar_entry	What do I have <start_date> tomorrow </start_date> <start_time> morning </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_002	0		user	What do I have in 30 minutes?	CALENDAR	find_calendar_entry	What do I have <start_time> in 30 minutes </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_003	0		user	What do I have next ?	CALENDAR	find_calendar_entry	What do I have <start_time> next </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_004	0		user	What do I have today?	CALENDAR	find_calendar_entry	What do I have <start_date> today </start_date>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_005	0		user	What do I have right now?	CALENDAR	find_calendar_entry	What do I have right <start_time> now </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_006	0		user	What do I have at 1 pm?	CALENDAR	find_calendar_entry	What do I have at <start_time> 1 pm </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_007	0		user	What do I have on Monday?	CALENDAR	find_calendar_entry	What do I have on <start_date> Monday </start_date>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_008	0		user	What do I have on my calendar tomorrow morning?	CALENDAR	find_calendar_entry	What do I have on my calendar <start_date> tomorrow </start_date> <start_time> morning </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_009	0		user	What do I have on my calendar in 30 minutes?	CALENDAR	find_calendar_entry	What do I have on my calendar <start_time> in 30 minutes </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_010	0		user	What do I have next on my calendar?	CALENDAR	find_calendar_entry	What do I have <start_time> next </start_time> on my calendar	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_011	0		user	What do I have on my calendar today?	CALENDAR	find_calendar_entry	What do I have on my calendar <start_date> today </start_date>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_012	0		user	What do I have on my calendar right now?	CALENDAR	find_calendar_entry	What do I have on my calendar right <start_time> now </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_013	0		user	What do I have on my calendar at 1 pm?	CALENDAR	find_calendar_entry	What do I have on my calendar at <start_time> 1 pm </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_014	0		user	What do I have on my calendar on Monday?	CALENDAR	find_calendar_entry	What do I have on my calendar on <start_date> Monday </start_date>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_015	0		user	What meetings do I have tomorrow morning?	CALENDAR	find_calendar_entry	What meetings do I have <start_date> tomorrow </start_date> <start_time> morning </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_016	0		user	What meetings do I have in 30 minutes?	CALENDAR	find_calendar_entry	What meetings do I have <start_time> in 30 minutes </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_017	0		user	What meetings do I have next ?	CALENDAR	find_calendar_entry	What meetings do I have <start_time> next </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_018	0		user	What meetings do I have today ?	CALENDAR	find_calendar_entry	What meetings do I have <start_date> today </start_date>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_019	0		user	What meetings do I have right now?	CALENDAR	find_calendar_entry	What meetings do I have right <start_time> now </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_020	0		user	What meetings do I have at 1 pm?	CALENDAR	find_calendar_entry	What meetings do I have at <start_time> 1 pm </start_time>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_021	0		user	What meetings do I have on Monday?	CALENDAR	find_calendar_entry	What meetings do I have on <start_date> Monday </start_date>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_022	0		user	What is my next meeting ?	CALENDAR	find_calendar_entry	What is my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_023	0		user	When is my meeting with Carter?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Carter </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_024	0		user	When is my OKR review meeting?	CALENDAR	find_calendar_when	When is my <title> OKR review </title> meeting	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_025	0		user	When is my meeting with Jotham Parker?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Jotham Parker </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_026	0		user	When is my OKR meeting?	CALENDAR	find_calendar_when	When is my <title> OKR </title> meeting	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_027	0		user	When is my meeting with Haim?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Haim </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_028	0		user	When is my meeting with Carter?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Carter </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_029	0		user	When is my meeting with Carter?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Carter </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_030	0		user	When is my meeting with Haim?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Haim </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_031	0		user	When is my meeting with Haim?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Haim </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_032	0		user	When is my meeting with Jotham Parker?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Jotham Parker </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_033	0		user	When is my meeting with Jotham Parker?	CALENDAR	find_calendar_when	When is my meeting with <contact_name> Jotham Parker </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_034	0		user	Cancel my next meeting	CALENDAR	delete_calendar_entry	Cancel my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
