ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	AppFlavor	SelectionIgnore
54251987-20ba-4921-b284-0878d17abccc	16	5/4/2020 9:38:25 AM	user	Email testing.	OK, here's what I've got. Ready to send it?	EMAIL	send_email	<email_subject>Email testing</email_subject>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	17	5/4/2020 9:38:32 AM	user	No.	OK, what do you wanna change, the subject, or the message?	EMAIL	reject	No.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["PromptedForConfirmation"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	18	5/4/2020 9:38:39 AM	user	Change the.	What did you wanna change?	EMAIL	send_email	Change the.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["reject"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["CompletionRejected"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	19	5/4/2020 9:38:44 AM	user	Change the recipient.	Sorry, I couldn't find Kirti in your contacts. Who's the email going to?	EMAIL	send_email	Change the <slot_attribute>recipient</slot_attribute>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["CompletionRejected"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	20	5/4/2020 9:38:53 AM	user	Kapil Manchanda.	Alright, here's what I've got. Ready to send it?	EMAIL	send_email	<contact_name>Kapil Manchanda</contact_name>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	21	5/4/2020 9:39:00 AM	user	No.	Alright, what do you wanna change, the subject, or the message?	EMAIL	reject	No.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["PromptedForConfirmation"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	22	5/4/2020 9:39:08 AM	user	Cheese dip recipe.	OK, what do you wanna change, the recipient, the subject, or the message?	NOTSURE	other_domain	Cheese dip recipe.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["reject"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["CompletionRejected"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	23	5/4/2020 9:39:16 AM	user	Change the message.	What did you wanna change?	EMAIL	send_email	Change the <slot_attribute>message</slot_attribute>.	[]	{"PreviousTurnDomain": ["fallback"], "PreviousTurnIntent": ["fallback_other"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["CompletionRejected"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	24	5/4/2020 9:39:21 AM	user	The message.	Alright, what should the email say?	EMAIL	send_email	The <slot_attribute>message</slot_attribute>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["CompletionRejected"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	25	5/4/2020 9:39:27 AM	user	Hello.	Sorry, I couldn't find Cheese dip recipe in your contacts. Who's the email going to?	EMAIL	send_email	<message>Hello</message>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	26	5/4/2020 9:39:37 AM	user	Kapil Manchanda.	Sorry, I couldn't find Cheese dip recipe in your contacts. Who's the email going to?	EMAIL	send_email	<contact_name>Kapil Manchanda</contact_name>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	27	5/4/2020 9:39:46 AM	user	Kapil.	Sorry, I couldn't find Cheese dip recipe in your contacts. Who's the email going to?	EMAIL	send_email	<contact_name>Kapil</contact_name>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	28	5/4/2020 9:39:57 AM	user	Devesh Sati.	Which one do you wanna email?	EMAIL	send_email	<contact_name>Devesh Sati</contact_name>.	[]	{"PreviousTurnDomain": ["email"], "PreviousTurnIntent": ["send_email"], "TaskFrameGUID": ["EmailSendUWPGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
54251987-20ba-4921-b284-0878d17abccc	29	5/4/2020 9:40:02 AM	user_other	First one.	OK, here's what I've got. Ready to send it?				[]		CoW	Speech	1	1.13		uwp	1
54251987-20ba-4921-b284-0878d17abccc	30	5/4/2020 9:40:10 AM	user_other	No.	So, what do you wanna change, the recipient, the subject, or the message?				[]		CoW	Speech	1	1.13		uwp	1
54251987-20ba-4921-b284-0878d17abccc	31	5/4/2020 9:40:18 AM	user_other	Change that.	What did you wanna change?				[]		CoW	Speech	1	1.13		uwp	1
54251987-20ba-4921-b284-0878d17abccc	32	5/4/2020 9:40:23 AM	user_other	That recipe.	Sorry, What did you wanna change?				[]		CoW	Speech	1	1.13		uwp	1
54251987-20ba-4921-b284-0878d17abccc	33	5/4/2020 9:40:28 AM	user_other	Disappear.	I'm sorry, I'm not getting it.				[]		CoW	Speech	1	1.13		uwp	1
5470113f-874f-458a-bb9f-64dc03efc494	0	5/15/2020 7:38:51 PM	user	Hey Cortana play song.	I'm sorry, I can't control your music here.	NOTSURE	other_domain	Hey Cortana play song.	[]		CoW	Speech	2	1.13		uwp	
54da4991-7594-4b22-b05d-2beef0b1c188	0	5/29/2020 4:18:36 PM	user	Hey Cortana do I have any meetings with Gigi Joseph today.		CALENDAR	find_calendar_entry	Hey Cortana do I have any meetings with <contact_name>Gigi Joseph</contact_name> <start_date>today</start_date>.	[]		CoW	Speech	1	1.13		uwp	
54da4991-7594-4b22-b05d-2beef0b1c188	1	5/29/2020 4:18:38 PM	user_other		You don't have anything scheduled for today with Gigi Joseph (Zen3 Infosolutions America Inc).				[]		CoW	Speech	1	1.13		uwp	
54e77d2b-ab71-4597-b243-f273d3873670	0	5/18/2020 4:27:54 AM	user	Cortana what's the weather today.	The forecast shows mostly cloudy skies with a high of 90 and a low of 75, with a slight chance of rain. Right now, it's mostly cloudy and 75.	NOTSURE	other_domain	Cortana what's the weather today.	[]		CoW	Speech	2	1.13		uwp	
54fed822-c539-4089-a5d7-af4814c8471c	0	5/11/2020 11:49:16 AM	user	Files modified by me.		FILES	file_search	Files <file_action>modified</file_action> by <contact_name>me</contact_name>.	[]		CoW	Speech	1	1.13		uwp	
554c35b9-67b7-4a87-9c70-3c029284edb2	0	5/28/2020 6:15:42 PM	user	Go to YouTube.	OK.	ONDEVICE	open_application	Go to <app_name>YouTube</app_name>.	[]		CoW	Speech	3	1.13		uwp	
554c35b9-67b7-4a87-9c70-3c029284edb2	1	5/28/2020 6:15:44 PM	user_other		Sorry, I couldn't find YouTube for you.				[]		CoW	Speech	3	1.13		uwp	
554d3c2c-9ae5-4d08-8f03-40b1e272ace0	0	5/7/2020 4:43:16 AM	user	Cancel my next meeting with Yash.		CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> meeting with <contact_name>Yash</contact_name>.	[]		CoW	Speech	1	1.13		uwp	
554d3c2c-9ae5-4d08-8f03-40b1e272ace0	1	5/7/2020 4:43:18 AM	user_other		I found Calendar Skills Deep-Dive and Walkthrough today at 10:30 AM. Should I decline this?				[]		CoW	Speech	1	1.13		uwp	
554d3c2c-9ae5-4d08-8f03-40b1e272ace0	2	5/7/2020 4:43:34 AM	user_other		Did you want me to decline it?				[]		CoW	Speech	1	1.13		uwp	
554d3c2c-9ae5-4d08-8f03-40b1e272ace0	3	5/7/2020 4:43:41 AM	user	No.	. 	CALENDAR	reject	No.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["PromptedForConfirmation"]}	CoW	Speech	1	1.13		uwp	
556165b2-6258-4547-9962-04063e0b9b2f	0	5/15/2020 9:03:14 PM	user	Open one note.	Alright.	ONDEVICE	open_application	Open <app_name>one note</app_name>.	[]		CoW	Speech	1	1.13		uwp	
556165b2-6258-4547-9962-04063e0b9b2f	1	5/15/2020 9:03:15 PM	user_other		Which one note do you want?				[]		CoW	Speech	1	1.13		uwp	
556165b2-6258-4547-9962-04063e0b9b2f	2	5/15/2020 9:03:22 PM	user_other	The second one.	OK.				[]		CoW	Speech	1	1.13		uwp	1
556165b2-6258-4547-9962-04063e0b9b2f	3	5/15/2020 9:03:22 PM	user_other		I'll open OneNote for Windows 10.				[]		CoW	Speech	1	1.13		uwp	1
5583b4e0-d873-477f-9270-53e3383a3aeb	0	5/13/2020 7:38:48 PM	user	What's my afternoon look like?		CALENDAR	find_calendar_entry	What's my <start_time>afternoon</start_time> look like?	[]		CoW	Speech	1	1.13		uwp	
5583b4e0-d873-477f-9270-53e3383a3aeb	1	5/13/2020 7:38:49 PM	user_other		I see 7 events for this afternoon.				[]		CoW	Speech	1	1.13		uwp	
55ccc3b4-171b-4cd8-bc82-1d2819e84030	0	5/29/2020 7:41:49 AM	user	Create meeting on June 22nd.	Sorry! Something went wrong. Please try again later.	CALENDAR	create_calendar_entry	Create meeting on <start_date>June 22nd</start_date>.	[]		CoW	Speech	1	1.13		uwp	
55d36474-6f70-4632-9153-45657695514f	0	5/13/2020 9:02:56 AM	user	Join my meeting.		CALENDAR	connect_to_meeting	Join my meeting.	[]		CoW	Speech	1	1.13		uwp	
55d36474-6f70-4632-9153-45657695514f	1	5/13/2020 9:02:57 AM	user_other		Should I join your 3:00 PM now?				[]		CoW	Speech	1	1.13		uwp	
55d36474-6f70-4632-9153-45657695514f	2	5/13/2020 9:03:06 AM	user	Done.	Did you wanna join now?	NOTSURE	other_domain	Done.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
55d36474-6f70-4632-9153-45657695514f	3	5/13/2020 9:03:10 AM	user	Yes.	Joining your 3:00 PM. 	CALENDAR	confirm	Yes.	[]	{"PreviousTurnDomain": ["fallback"], "PreviousTurnIntent": ["fallback_other"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
55e1dab4-deaa-49d1-99f6-4d528e800fe1	0	5/12/2020 2:13:11 PM	user	Tell me a story.	Once there was a hero whose assistant helped with meetings, calendars, and more. The hero lived productively ever after!	WEB	web_other	tell me a story	[]		CoW	Speech	5	1.13		uwp	
55f523ea-5941-438c-85de-aa65813f415e	0	5/15/2020 5:03:04 AM	user	Open Mail.	OK.	ONDEVICE	open_application	open <app_name>mail</app_name>	[]		CoW	Speech	2	1.13		uwp	
55f523ea-5941-438c-85de-aa65813f415e	1	5/15/2020 5:03:08 AM	user_other		I'll open Mail.				[]		CoW	Speech	2	1.13		uwp	
55f64c5f-7c0a-4adb-a925-1a95524b59d1	0	5/4/2020 9:51:24 PM	user	When is my boss next to available?		CALENDAR	check_availability	When is my <relationship_name>boss</relationship_name> <start_time>next</start_time> to <availability>available</availability>?	[]		CoW	Speech	1	1.13		uwp	
55f64c5f-7c0a-4adb-a925-1a95524b59d1	1	5/4/2020 9:51:24 PM	user_other		OK.				[]		CoW	Speech	1	1.13		uwp	
55f64c5f-7c0a-4adb-a925-1a95524b59d1	2	5/4/2020 9:51:25 PM	user_other		Sorry! Something went wrong. Please try again later.				[]		CoW	Speech	1	1.13		uwp	
560e527b-888c-4642-b23b-dee40fd4ece7	0	5/13/2020 9:07:43 PM	user	What are my reminders for tomorrow afternoon?	I see 5 reminders for tomorrow in the afternoon.	REMINDER	find_reminder	What are my reminders for <start_date>tomorrow</start_date> <start_time>afternoon</start_time>?	[]		CoW	Speech	1	1.13		uwp	
56730ad5-0ef2-43fc-b0ec-1001019788cc	0	5/21/2020 11:44:10 AM	user	cancel my afternoon meetings	Which one of your events should I remove?	CALENDAR	delete_calendar_entry	cancel my <start_time>afternoon</start_time> meetings	[]		CoW	Speech	1	1.13		uwp	
56730ad5-0ef2-43fc-b0ec-1001019788cc	1	5/21/2020 11:44:34 AM	user	Philosopher.	Which event did you want to remove?	NOTSURE	ambiguous	Philosopher.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
56730ad5-0ef2-43fc-b0ec-1001019788cc	2	5/21/2020 11:44:40 AM	user	Pastor.	Sorry, Which event did you want to remove?	NOTSURE	notsure_other	Pastor.	[]	{"PreviousTurnDomain": ["fallback"], "PreviousTurnIntent": ["fallback_other"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
56730ad5-0ef2-43fc-b0ec-1001019788cc	3	5/21/2020 11:44:46 AM	user_other	Last one.	OK, I removed that.				[]		CoW	Speech	1	1.13		uwp	1
5675c060-d9f0-426a-9afc-fd076a344d8a	0	5/22/2020 2:34:30 PM	user	Hey Cortana remind me to stand up in 2 minutes.	Got it. I'll remind you  Today • 3:36 PM . {EarconSuccess}	REMINDER	create_single_reminder	Hey Cortana remind me to <reminder_text>stand up</reminder_text> <start_time>in 2 minutes</start_time>.	[]		CoW	Speech	1	1.13		uwp	
569b60f3-55bf-4e8d-831c-e8fabfea0d84	0	5/9/2020 8:02:54 PM	user	What's the time in San Francisco?	It's  1:02 PM  in  San Francisco .	WEB	web_other	what's the time in san francisco	[]		CoW	Speech	1	1.13		uwp	
56d1d83e-d163-412c-af40-02696ee7aedb	0	5/28/2020 12:18:50 PM	user	What's the nearest thing you can do now?	Sorry I don't know the answer to this one, but I'm learning.	NOTSURE	other_domain	What's the nearest thing you can do now?	[]		CoW	Speech	1	1.13		uwp	
57051fff-2a1e-47fa-af13-59cd7d252ffd	0	5/11/2020 11:15:43 AM	user	Set alarm for reminder.	Sure thing, what time should I set the alarm?	ALARM	set_alarm	Set alarm for <title>reminder</title>.	[]		CoW	Speech	1	1.13		uwp	
57051fff-2a1e-47fa-af13-59cd7d252ffd	1	5/11/2020 11:15:49 AM	user	9:00 PM.	Alright, I've turned on your alarm for  9:00 PM .	ALARM	set_alarm	<start_time>9:00 PM</start_time>.	[]	{"PreviousTurnDomain": ["alarm"], "PreviousTurnIntent": ["set_alarm"], "TaskFrameGUID": ["AlarmSkillUWPActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
57089e13-5f4d-4cc0-92e6-3085738eeee8	0	5/15/2020 8:52:29 PM	user	Hey Cortana who does Sha Li report to.	I'm working on it	PEOPLE	search_org_chart	Hey Cortana who does <contact_name>Sha Li</contact_name> <relationship_name>report to</relationship_name>.	[]		CoW	Speech	1	1.13		uwp	
57089e13-5f4d-4cc0-92e6-3085738eeee8	1	5/15/2020 8:52:29 PM	user_other		Which  Sha Li  are you looking for?				[]		CoW	Speech	1	1.13		uwp	
57089e13-5f4d-4cc0-92e6-3085738eeee8	2	5/15/2020 8:52:34 PM	user_other	First one.	Sha Li (Zen3 Infosolutions America Inc)  reports to  Dwight Kruger .				[]		CoW	Speech	1	1.13		uwp	1
5730011b-96c2-41d9-a638-e38c7e77cca8	0	5/15/2020 4:47:58 PM	user	Hey Cortana why you don't text.	I'm sorry, but I can't help with that yet.	NOTSURE	other_domain	Hey Cortana why you don't text.	[]		CoW	Speech	1	1.13		uwp	
574d2536-9877-42f4-b2a7-75bfa367ade1	0	5/22/2020 12:24:17 AM	user	Open.	Here's some information that might help.	WEB	web_other	open	[]		CoW	Speech	3	1.13		uwp	
57627a1b-289b-4b11-9804-fe5e0f6bd7d2	0	5/17/2020 12:14:27 AM	user	Go to WhatsApp app.	Alright.	ONDEVICE	open_application	Go to <app_name>WhatsApp</app_name> <media_type>app</media_type>.	[]		CoW	Speech	1	1.13		uwp	
57627a1b-289b-4b11-9804-fe5e0f6bd7d2	1	5/17/2020 12:14:29 AM	user_other		I'll open WhatsApp.				[]		CoW	Speech	1	1.13		uwp	
57af997a-ff50-451f-a856-cc8e725fb5ff	0	5/13/2020 1:30:56 AM	user	Order.	Sorry, I'm not able to help with this one yet.	NOTSURE	other_domain	Order.	[]		CoW	Speech	1	1.13		uwp	
57bc47f0-4d74-4ea1-8a21-fbfad2c7caa3	0	5/5/2020 9:16:59 PM	user	How many meeting hours do I have booked for this week?		CALENDAR	find_calendar_entry	How many meeting hours do I have booked for <start_date>this week</start_date>?	[]		CoW	Speech	1	1.13		uwp	
57bc47f0-4d74-4ea1-8a21-fbfad2c7caa3	1	5/5/2020 9:16:59 PM	user_other		OK.				[]		CoW	Speech	1	1.13		uwp	
57bc47f0-4d74-4ea1-8a21-fbfad2c7caa3	2	5/5/2020 9:17:00 PM	user_other		Alright.				[]		CoW	Speech	1	1.13		uwp	
57bc47f0-4d74-4ea1-8a21-fbfad2c7caa3	3	5/5/2020 9:17:03 PM	user_other		I found 28 events for this week.				[]		CoW	Speech	1	1.13		uwp	
57c3fb2e-ce1d-49a6-9272-98cfe68c7fb9	0	5/14/2020 2:20:51 PM	user	Set alarm for 11:00 PM.	Sure, I've turned on your alarm for  11:00 PM .	ALARM	set_alarm	Set alarm for <start_time>11:00 PM</start_time>.	[]		CoW	Speech	1	1.13		uwp	
57d09bf5-042e-43ac-ad05-8040c98ccf41	0	5/20/2020 8:03:29 PM	user	Remind me to email reports every Tuesday in the evening.	OK. I'll remind you  Every week, Tue • 4:00 PM . {EarconSuccess}	REMINDER	create_single_reminder	Remind me to <reminder_text>email reports</reminder_text> <start_date>every Tuesday</start_date> in the <start_time>evening</start_time>.	[]		CoW	Speech	1	1.13		uwp	
57e71471-8779-4934-9934-50e02d463553	0	5/29/2020 4:37:24 PM	user	Remind me to take a break every 90 minutes.		REMINDER	create_single_reminder	Remind me to <reminder_text>take a break</reminder_text> <start_time>every 90 minutes</start_time>.	[]		CoW	Speech	1	1.13		uwp	
57e71471-8779-4934-9934-50e02d463553	1	5/29/2020 4:37:25 PM	user_other		Sorry! Something went wrong. Please try again later.				[]		CoW	Speech	1	1.13		uwp	
57ef7678-329a-473b-98d0-06a8d79c3af4	0	5/12/2020 5:37:55 PM	user	Can you hear me?	I can hear you.	WEB	web_other	can you hear me	[]		CoW	Speech	1	1.13		uwp	
57f54a8a-3fd2-4795-8c8b-4bff79239856	0	5/25/2020 9:45:34 PM	user	Go to camera.	OK.	ONDEVICE	open_application	go to <app_name>camera</app_name>	[]		CoW	Speech	1	1.13		uwp	
57f54a8a-3fd2-4795-8c8b-4bff79239856	1	5/25/2020 9:45:36 PM	user_other		I'll open Camera.				[]		CoW	Speech	1	1.13		uwp	
581cd8d4-2e5a-454b-a225-4a6bba489a2f	0	5/21/2020 10:09:38 AM	user	Cortana skillet trying to land.	I'm sorry, but I can't help with that yet.	NOTSURE	non_sense	Cortana skillet trying to land.	[]		CoW	Speech	1	1.13		uwp	
583761ce-2181-4b5f-a90c-4bfdc3d8aeef	0	5/5/2020 2:18:35 PM	user	Cancel.		COMMON	cancel	cancel	[]		CoW	Speech	4	1.13		uwp	
5852ebd7-2149-40b1-a5d4-92b6bf8763b3	0	5/5/2020 9:28:06 AM	user	Cancel my afternoon meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>afternoon</start_time> meeting.	[]		CoW	Speech	1	1.13		uwp	
5852ebd7-2149-40b1-a5d4-92b6bf8763b3	1	5/5/2020 9:28:07 AM	user_other		Alright.				[]		CoW	Speech	1	1.13		uwp	
5852ebd7-2149-40b1-a5d4-92b6bf8763b3	2	5/5/2020 9:28:08 AM	user_other		Which one of your events should I remove?				[]		CoW	Speech	1	1.13		uwp	
5852ebd7-2149-40b1-a5d4-92b6bf8763b3	3	5/5/2020 9:28:31 AM	user	10 to one.	Which event did you want to remove?	NOTSURE	ambiguous	10 to one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
5865ec26-e8d8-4ea9-82a3-d577ee0eb026	0	5/15/2020 8:44:26 PM	user	Hey Cortana skip.	I'm sorry, I can't control your music here.	NOTSURE	other_domain	Hey Cortana skip.	[]		CoW	Speech	2	1.13		uwp	
5874f049-a63e-4835-87ae-6194b7d1835c	0	5/26/2020 9:02:02 PM	user	Remind me.	Alright, what do you wanna be reminded about?	REMINDER	create_single_reminder	Remind me.	[]		CoW	Speech	1	1.13		uwp	
5874f049-a63e-4835-87ae-6194b7d1835c	1	5/26/2020 9:02:08 PM	user	So.	When would you like to be reminded?	NOTSURE	notsure_other	So.	[]	{"PreviousTurnDomain": ["reminder"], "PreviousTurnIntent": ["create_single_reminder"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
5874f049-a63e-4835-87ae-6194b7d1835c	2	5/26/2020 9:02:13 PM	user	Cancel.	Canceled	REMINDER	cancel	Cancel.	[]	{"PreviousTurnDomain": ["fallback"], "PreviousTurnIntent": ["fallback_other"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
58820345-693c-4c45-9c0f-cb91be101999	0	5/21/2020 6:27:49 PM	user	Set a reminder for Monday 0600	Sure, what do you wanna remember?	REMINDER	create_single_reminder	Set a reminder for <start_date>Monday</start_date> <start_time>0600</start_time>	[]		CoW	Speech	1	1.13		uwp	
58820345-693c-4c45-9c0f-cb91be101999	1	5/21/2020 6:27:58 PM	user	My kids for school.	Great. I'll remind you  Mon, 25 May • 6:00 AM . {EarconSuccess}	REMINDER	create_single_reminder	<reminder_text>My kids for school</reminder_text>.	[]	{"PreviousTurnDomain": ["reminder"], "PreviousTurnIntent": ["create_single_reminder"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
589c8be3-33c7-4a99-a349-cca1aa87b4c3	0	5/29/2020 11:16:18 AM	user	Create a meeting.	when's your event?	CALENDAR	create_calendar_entry	Create a meeting.	[]		CoW	Speech	2	1.13		uwp	
589c8be3-33c7-4a99-a349-cca1aa87b4c3	1	5/29/2020 11:16:27 AM	user_other		Sorry! Something went wrong. Please try again later.				[]		CoW	Speech	2	1.13		uwp	
58a03048-4efe-4e3c-83f7-ee1fcfd23582	0	5/15/2020 9:03:34 PM	user	Hey Cortana set an alarm for 2:05 PM.	Sure thing, I've turned on your alarm for  2:05 PM .	ALARM	set_alarm	Hey Cortana set an alarm for <start_time>2:05 PM</start_time>.	[]		CoW	Speech	1	1.13		uwp	
58a15793-3fd6-44a6-8773-85d9b88c7622	0	5/11/2020 12:54:37 PM	user	Set an alarm for tomorrow 10:00 AM.	Sure thing, I've turned on your alarm for  10:00 AM .	ALARM	set_alarm	Set an alarm for <start_date>tomorrow</start_date> <start_time>10:00 AM</start_time>.	[]		CoW	Speech	1	1.13		uwp	
58bf9c87-01df-4f21-a66f-3d730127c646	0	5/29/2020 12:39:03 AM	user	It's your boy or girl.	I'm sorry, but I can't help with that yet.	NOTSURE	other_domain	It's your boy or girl.	[]		CoW	Speech	1	1.13		uwp	
58fd4b01-0880-4d61-9a0e-560e16d94185	0	5/15/2020 5:56:22 PM	user	Any public holiday coming up in the US this month?	I'm sorry, but I can't help with that yet.	NOTSURE	other_domain	Any public holiday coming up in the US this month?	[]		CoW	Speech	1	1.13		uwp	
5916a055-e222-4a2e-88db-69f23562026b	0	5/14/2020 5:17:10 PM	user	Hey Cortana previous.	Sorry, I can't help with that.	COMMON	show_previous	Hey Cortana previous.	[]		CoW	Speech	2	1.13		uwp	
591d9d19-16eb-4301-9e90-a60fd0b2766e	0	5/28/2020 4:26:06 PM	user	Cortana how tall is the Eiffel Tower.	Eiffel Tower is about 986 feet tall	NOTSURE	other_domain	Cortana how tall is the Eiffel Tower.	[]		CoW	Speech	3	1.13		uwp	
5957312c-c4ed-4e37-9e56-feafc3dbe210	0	5/28/2020 9:53:43 AM	user	Let me try to talk to you hello Cortana what is up.	I'm sorry, but I can't help with that yet.	NOTSURE	other_domain	Let me try to talk to you hello Cortana what is up.	[]		CoW	Speech	1	1.13		uwp	
59617f33-82ed-423e-8422-fadc004dc757	0	5/1/2020 5:25:56 PM	user	Create an event for me on Monday.	I'm sorry, I can't put things on your calendar here.	CALENDAR	create_calendar_entry	Create an event for me on <start_date>Monday</start_date>.	[]		CoW	Speech	1	1.13		uwp	
598ce913-fe42-48e3-96e5-a7f10fff6266	0	5/12/2020 1:44:49 PM	user	Remind me to enter time every Friday at 8:00 AM.	OK. I'll remind you  Every week, Fri • 8:00 AM . {EarconSuccess}	REMINDER	create_single_reminder	Remind me to <reminder_text>enter time</reminder_text> <start_date>every Friday</start_date> at <start_time>8:00 AM</start_time>.	[]		CoW	Speech	1	1.13		uwp	
59949570-ab0b-4995-86f3-16f01a2478b1	0	5/20/2020 8:51:52 PM	user	Open files by Ron Pechmagre.	OK, opening the file.	FILES	file_open	Open files by <contact_name>Ron Pechmagre</contact_name>.	[]		CoW	Speech	1	1.13		uwp	
59a2a58b-77f4-4db8-9015-81af0a748679	0	5/12/2020 9:06:18 PM	user	When is Home Depot open?	I found  5  locations for  Home Depot . The closest one's at  325 120th Ave NE  in  Bellevue , 1.8 miles away. Which one do you want?	NOTSURE	other_domain	When is Home Depot open?	[]		CoW	Speech	4	1.13		uwp	
59a2fcf5-a44c-4897-b72d-d3e034a12ba7	0	5/13/2020 5:03:02 PM	user	Hey Cortana what's my shoe size on Tuesday.		NOTSURE	non_sense	Hey Cortana what's my shoe size on Tuesday.	[]		CoW	Speech	1	1.13		uwp	
59a2fcf5-a44c-4897-b72d-d3e034a12ba7	1	5/13/2020 5:03:02 PM	user_other		I couldn't find any events that have shoe size in the title.				[]		CoW	Speech	1	1.13		uwp	
59a4b75f-ab96-4298-8dde-02c3c160921a	0	5/7/2020 2:17:56 AM	user	Who does Daniel report to?	I'm working on it	PEOPLE	search_org_chart	Who does <contact_name>Daniel</contact_name> <relationship_name>report to</relationship_name>?	[]		CoW	Speech	1	1.13		uwp	
